股票代码,股票名称,D-0日期,D-0涨幅,D-0振幅,D-0最低价,D-0最高价,D-1振幅,D-0/D-1成交额百分比,T+0(低/高),T+1最高价,T+2最高价,T+3最高价,T+4最高价,T+5最高价,T+6最高价
300539,横河精密,2025-01-15,0.49,9.95,+0.24,+10.20,19.67,340.45%,-4%/1%(阴),-1%,-3%,-2%,1%,1%,-1%
300539,横河精密,2026-07-02,-3.68,7.69,-4.87,+2.82,19.69,185.21%,0%/8%(阳),4%,2%,-5%,-10%,-7%,-11%
300540,蜀道装备,2020-11-05,-7.81,6.65,-10.27,-3.62,20.81,77.09%,-8%/0%(阴),-2%,-2%,2%,-8%,2%,6%
300540,蜀道装备,2024-10-17,-8.0,7.34,-8.77,-1.42,21.79,87.55%,-6%/1%(阳),-1%,0%,1%,-2%,0%,0%
300540,蜀道装备,2026-06-29,3.54,11.84,+0.00,+11.84,23.21,108.69%,3%/20%(板),44%,37%,41%,34%,39%,42%
300542,新晨科技,2021-09-27,4.84,15.79,+4.17,+19.96,10.4,321.11%,-11%/-5%(阳),-9%,-13%,-5%,-2%,-3%,-9%
300542,新晨科技,2022-08-15,-6.19,6.04,-6.40,-0.36,20.52,122.07%,-1%/1%(阴),-1%,-2%,4%,-2%,-3%,-4%
300543,朗科智能,2025-02-21,-3.41,7.68,-5.69,+1.99,20.56,103.78%,-6%/0%(阴),2%,8%,5%,-1%,-6%,-6%
300548,长芯博创,2024-12-17,-0.46,11.14,-5.64,+5.50,11.26,171.03%,-3%/12%(阳),27%,33%,35%,28%,33%,54%(板)
300549,优德精密,2023-05-19,8.79,13.09,+2.24,+15.34,19.97,196.81%,-5%/19%(阳),27%,26%,13%,6%,7%,7%
300549,优德精密,2024-07-05,5.56,15.04,+0.51,+15.55,19.5,176.66%,-10%/-4%(阳),-7%,-4%,-4%,-5%,-10%,-14%
300552,万集科技,2021-11-23,-3.14,5.77,-3.50,+2.27,19.99,105.09%,-4%/2%(阳),4%,9%,7%,12%,4%,6%
300552,万集科技,2023-07-05,0.69,11.97,-3.99,+7.98,20.19,196.52%,-6%/-1%(阳),4%,5%,9%,12%,2%,-1%
300552,万集科技,2026-01-07,-4.78,9.82,-5.20,+4.62,18.32,120.04%,-2%/3%(阳),3%,6%,15%,6%,14%,7%
300552,万集科技,2026-08-06,-5.14,6.07,-6.87,-0.80,9.07,110.16%,-7%/-2%(阴),-5%,-4%,-4%,-5%,-7%,-7%
300553,集智股份,2021-07-30,0.67,9.69,-4.67,+5.02,18.27,143.29%,-6%/1%(阳),0%,-4%,-4%,-5%,1%,3%
300553,集智股份,2024-11-01,-2.33,17.2,-5.68,+11.53,19.64,181.45%,-8%/0%(阳),-1%,-2%,-7%,-4%,-3%,-2%
300554,三超新材,2024-11-01,0.64,16.84,-0.39,+16.45,20.5,159.05%,-5%/7%(阳),7%,2%,-1%,2%,5%,8%
300557,理工光科,2025-10-22,3.0,10.54,+1.17,+11.72,19.82,202.23%,-7%/-2%(阴),-3%,-6%,-6%,-7%,-8%,-6%
300560,中富通,2021-06-16,-3.46,12.68,-3.97,+8.71,20.58,308.3%,-4%/9%(阳),5%,2%,2%,6%,4%,1%
300560,中富通,2023-12-06,-9.75,5.92,-11.22,-5.30,3.47,158.6%,-3%/6%(阳),1%,0%,1%,0%,-3%,-5%
300561,汇金科技,2021-01-22,-7.41,5.99,-7.87,-1.88,17.78,114.79%,-4%/0%(阴),0%,-1%,-2%,-4%,-8%,-10%
300561,汇金科技,2022-05-17,-4.26,9.63,-6.20,+3.43,20.89,161.92%,0%/8%(阳),5%,11%,10%,9%,5%,5%
300561,汇金科技,2024-12-13,-8.89,9.49,-9.55,-0.06,23.53,85.98%,-2%/6%(阳),16%,5%,1%,-7%,-8%,-12%
300562,乐心股份,2024-06-20,-6.35,13.0,-9.23,+3.77,15.71,140.35%,-4%/0%(阴),-6%,-8%,-6%,-5%,-5%,-6%
300562,乐心股份,2024-08-27,-6.68,15.9,-8.84,+7.06,16.25,175.8%,-5%/19%(板),43%(板),72%,56%,29%,25%,24%
300562,乐心股份,2024-12-17,-5.89,12.64,-9.35,+3.29,20.03,88.17%,-5%/12%(阳),5%,12%,5%,-4%,-4%,-4%
300563,神宇股份,2020-10-21,-4.25,14.39,-8.13,+6.25,19.72,171.71%,-4%/-1%(阴),-3%,-7%,-6%,-6%,-5%,-4%
300563,神宇股份,2026-09-14,2.44,9.89,-2.51,+7.38,21.96,136.81%,-5%/0%(阴),-4%,-6%,N/A,N/A,N/A,N/A
300565,科信技术,2024-07-22,-5.55,5.91,-6.09,-0.18,20.52,129.95%,-1%/1%(阴),0%,-3%,-7%,0%,-2%,-1%
300567,精测电子,2021-07-09,3.93,4.86,+1.34,+6.20,20.44,87.03%,-1%/2%(阴),3%,6%,0%,-3%,-7%,-8%
300570,太辰光,2024-10-22,6.21,12.19,+3.94,+16.14,15.42,165.38%,1%/20%(板),39%,43%,51%,43%,55%,48%
300570,太辰光,2026-08-18,2.82,6.14,-0.36,+5.78,15.42,125.51%,-10%/-3%(阴),8%,15%,8%,3%,1%,6%
300571,平治信息,2026-03-19,-0.68,6.81,-1.82,+4.99,18.25,159.32%,-6%/1%(阴),-8%,-2%,-1%,-3%,-4%,-5%
300573,兴齐眼药,2021-01-26,-13.89,15.23,-15.68,-0.45,20.5,120.49%,-5%/1%(阴),-5%,-7%,-9%,-13%,-15%,-18%
300575,中旗股份,2025-05-28,8.71,16.85,+2.39,+19.24,20.91,252.77%,-10%/-4%(阳),-10%,-15%,-15%,-11%,-7%,-6%
300576,容大感光,2023-05-25,-3.93,7.51,-6.09,+1.42,19.07,78.76%,0%/4%(阳),7%,1%,9%,5%,5%,5%
300577,开润股份,2026-07-20,-3.73,19.06,-9.14,+9.92,2.89,165.57%,-13%/4%(阳),-2%,-15%,-15%,-13%,-11%,-12%
300578,会畅科技,2021-12-14,7.47,10.83,+6.79,+17.63,11.35,279.33%,-6%/-2%(阴),8%,3%,-1%,-4%,2%,-6%
300578,会畅科技,2024-06-27,4.29,13.0,+0.70,+13.70,20.91,388.43%,-5%/4%(阳),-2%,15%,1%,-1%,5%,4%
300578,会畅科技,2025-05-27,-5.06,4.69,-6.11,-1.42,20.44,127.29%,-1%/5%(阳),5%,2%,0%,-2%,-2%,1%
300579,数字认证,2025-08-01,-1.67,5.9,-5.25,+0.66,13.44,98.6%,-4%/-2%(阳),-1%,-1%,-4%,-4%,-5%,-5%
300580,贝斯特,2021-12-03,-7.79,9.17,-12.62,-3.45,15.1,80.56%,-6%/-2%(阴),-5%,8%,3%,-3%,-5%,-5%
300581,晨曦航空,2021-01-07,-2.05,6.53,-5.13,+1.40,21.18,92.75%,-9%/-1%(阴),-2%,2%,0%,-7%,-13%,-13%
300582,英飞特,2025-12-30,-8.22,10.14,-10.53,-0.39,21.08,98.62%,-2%/1%(阴),0%,9%,14%,11%,9%,8%
300584,海辰药业,2022-03-08,-20.0,15.49,-20.00,-4.51,17.22,78.34%,-10%/1%(阳),14%,14%,20%,16%,18%,30%
300585,奥联电子,2024-07-24,-4.96,6.64,-5.95,+0.69,20.7,81.0%,-2%/4%(阳),1%,2%,-2%,0%,7%,3%
300588,熙菱信息,2020-09-09,-9.71,21.85,-14.04,+7.81,21.57,152.26%,-19%/-5%(阴),-17%,-6%,5%,3%,-1%,10%(板)
300588,熙菱信息,2021-05-24,-0.68,10.0,-4.85,+5.15,20.75,159.53%,-4%/0%(阴),8%,2%,2%,9%,5%,13%
300588,熙菱信息,2023-03-02,5.99,13.64,+3.08,+16.72,19.68,422.73%,-9%/-5%(阴),-9%,-11%,-8%,-6%,-5%,-6%
300588,熙菱信息,2025-10-17,8.67,11.37,+3.92,+15.29,19.06,149.63%,-6%/2%(阴),12%,13%,8%,9%,4%,1%
300588,熙菱信息,2026-06-16,-0.5,8.01,-2.17,+5.84,15.43,208.24%,-1%/2%(阳),16%,17%,7%,5%,6%,7%
300589,江龙船艇,2025-10-29,-2.72,4.98,-5.37,-0.40,20.7,94.37%,-3%/3%(阳),-1%,3%,9%,14%,6%,4%
300590,移为通信,2020-11-06,5.78,12.42,+4.50,+16.91,19.78,302.45%,0%/13%(阳),4%,8%,11%,8%,14%,21%
300591,万里马,2021-02-26,-4.2,15.94,-6.38,+9.57,19.83,161.58%,-4%/2%(阳),-2%,-4%,0%,5%,0%,-1%
300592,华凯易佰,2026-01-23,-5.08,6.2,-7.26,-1.06,16.86,103.2%,-5%/0%(阴),2%,-5%,1%,0%,-2%,2%
300593,新雷能,2020-10-26,-1.85,10.72,-4.35,+6.38,18.96,109.06%,-6%/3%(阴),-2%,-5%,-5%,-10%,-10%,-9%
300593,新雷能,2024-10-22,-4.4,10.2,-5.60,+4.60,18.0,182.31%,-3%/8%(阳),0%,0%,3%,1%,-4%,-5%
300594,ST朗进,2024-10-22,-2.9,19.89,-2.90,+16.99,20.77,167.77%,-5%/4%(阳),-4%,-6%,-1%,-2%,-6%,-7%
300597,吉大通信,2022-03-24,-3.05,12.37,-3.67,+8.69,20.0,158.14%,-5%/4%(阴),-1%,3%,0%,-2%,2%,0%
300601,康泰生物,2026-08-21,-9.95,5.32,-11.47,-6.15,7.96,74.67%,-3%/3%(阴),0%,6%,5%,4%,-2%,-1%
300602,飞荣达,2021-12-02,-2.49,15.52,-5.40,+10.13,2.14,239.95%,-6%/7%(阳),-2%,-6%,-14%,-11%,-12%,-15%
300603,立昂技术,2020-12-14,-2.21,9.29,-4.29,+5.00,17.15,184.55%,-6%/0%(阴),-4%,-6%,-10%,-10%,-11%,-11%
300603,立昂技术,2022-01-20,-5.09,12.19,-5.71,+6.48,22.5,123.59%,-2%/8%(阴),0%,-4%,-5%,-13%,-15%,-15%
300603,立昂技术,2023-03-14,-6.4,13.33,-6.80,+6.53,14.56,125.35%,-5%/1%(阴),5%,5%,5%,0%,3%,3%
300604,长川科技,2021-05-28,0.71,8.0,-5.87,+2.14,20.24,131.55%,-1%/4%(阳),8%,11%,8%,22%,30%,26%
300604,长川科技,2026-05-12,-2.44,5.04,-4.31,+0.73,18.92,67.27%,-4%/7%(阳),6%,2%,0%,6%,17%,21%
300605,恒锋信息,2021-10-13,-7.13,6.86,-8.01,-1.14,18.26,94.93%,-2%/7%(阳),11%,7%,4%,11%,9%,3%
300605,恒锋信息,2023-03-13,-7.75,5.22,-9.96,-4.74,20.11,89.94%,-2%/0%(阳),2%,-1%,-1%,-1%,0%,2%
300606,金太阳,2024-06-27,-2.18,9.53,-3.09,+6.44,21.66,196.52%,-3%/4%(阳),2%,0%,4%,1%,5%,13%
300606,金太阳,2024-08-27,-1.31,9.04,-4.62,+4.42,21.63,211.49%,-2%/5%(阳),16%,14%,5%,2%,0%,-2%
300606,金太阳,2026-01-19,0.45,10.54,-0.06,+10.48,18.07,181.31%,-4%/8%(阳),25%,27%,15%,12%,6%,7%
300608,思特奇,2021-11-16,-3.94,14.3,-4.20,+10.10,16.85,158.63%,-3%/3%(阳),0%,-4%,-4%,-1%,7%,3%
300608,思特奇,2025-01-27,3.45,13.79,+0.34,+14.13,18.87,180.42%,5%/16%(阴),11%,13%,18%,13%,13%,12%
300609,汇纳科技,2021-07-01,-2.72,15.24,-2.93,+12.31,20.55,256.45%,-2%/5%(阳),4%,-1%,-4%,-4%,-6%,-4%
300609,汇纳科技,2023-11-15,12.31,12.94,+7.05,+19.99,17.45,225.22%,-7%/9%(阳),-2%,-4%,-6%,-9%,-12%,-14%
300610,晨化股份,2021-08-19,3.26,12.88,-2.78,+10.10,20.46,234.02%,-11%/6%(阳),10%,1%,6%,10%,5%,8%
300611,美力科技,2024-07-22,-4.44,3.89,-6.11,-2.22,9.07,126.07%,-2%/-1%(阴),7%,7%,4%,6%,1%,4%
300612,宣亚国际,2023-06-13,-5.72,8.28,-8.35,-0.07,16.04,134.63%,-5%/-1%(阴),-4%,-1%,3%,1%,-2%,-5%
300613,富瀚微,2021-01-28,-1.15,9.19,-5.69,+3.50,17.33,76.62%,-11%/4%(阴),0%,18%,14%,10%,7%,9%
300615,欣天科技,2023-06-16,-4.39,6.51,-8.53,-2.02,21.13,103.66%,-4%/-2%(阳),-3%,-5%,-7%,-7%,-7%,-6%
300616,尚品宅配,2025-04-18,-7.69,6.54,-9.48,-2.95,20.09,112.39%,-2%/0%(阴),1%,-1%,-1%,-2%,-8%,-6%
300616,尚品宅配,2026-05-12,-5.63,6.82,-6.77,+0.06,22.17,125.46%,-4%/-1%(阴),-2%,-4%,-5%,11%(板),16%,9%
300619,金银河,2021-03-02,-3.13,12.36,-4.04,+8.31,20.07,157.56%,-2%/5%(阳),-1%,-3%,2%,10%,1%,0%
300619,金银河,2021-06-21,-2.01,8.95,-4.14,+4.81,21.53,116.97%,-4%/0%(阴),1%,-2%,-7%,-7%,-1%,-4%
300619,金银河,2024-10-09,-18.15,12.18,-18.15,-5.97,16.27,71.07%,-2%/5%(阴),-3%,-5%,-2%,-8%,-9%,1%
300622,博士眼镜,2024-11-06,2.14,16.92,+1.77,+18.69,19.9,187.05%,-6%/7%(阳),11%,16%,26%(板),39%,37%,59%
300623,捷捷微电,2020-11-10,0.64,16.03,-1.41,+14.63,17.84,172.51%,-2%/6%(阳),5%,3%,1%,-2%,-8%,-8%
300624,万兴科技,2023-04-13,-2.11,10.04,-2.82,+7.23,11.96,91.41%,-8%/3%(阴),-4%,2%,4%,23%(板),37%,37%
300625,三雄极光,2023-05-10,-4.83,4.97,-6.28,-1.31,15.15,100.41%,-3%/0%(阴),-4%,-5%,-1%,-3%,5%,1%
300626,华瑞股份,2026-04-07,-2.81,9.39,-7.32,+2.07,20.01,85.34%,1%/7%(阳),16%,17%,13%,16%,16%,10%
300629,新劲刚,2021-01-13,1.16,7.76,-1.28,+6.49,19.98,135.68%,-6%/0%(阴),-4%,-2%,-4%,-5%,-6%,-9%
300629,新劲刚,2021-08-11,0.66,16.01,-2.00,+14.01,23.62,180.71%,-8%/-1%(阴),2%,-5%,-3%,-6%,-5%,-9%
300629,新劲刚,2025-12-25,-4.06,4.1,-4.63,-0.53,21.5,93.25%,0%/12%(阳),12%,12%,12%,13%,7%,8%
300629,新劲刚,2026-03-11,-3.22,3.42,-4.84,-1.42,10.46,74.73%,-3%/1%(阴),0%,-4%,-4%,-9%,-10%,-12%
300631,久吾高科,2025-07-14,-0.97,9.29,-2.35,+6.94,20.14,159.62%,-1%/10%(阳),2%,0%,17%(板),26%,16%,22%
300633,开立医疗,2022-10-17,-3.83,8.81,-6.83,+1.98,19.75,136.68%,-2%/3%(阳),5%,9%,6%,10%,6%,6%
300634,彩讯股份,2022-10-25,-5.37,7.87,-7.20,+0.66,17.47,69.73%,-2%/6%(阳),8%,5%,5%,8%,7%,2%
300634,彩讯股份,2026-05-20,0.0,3.95,-2.06,+1.89,21.2,97.33%,-7%/0%(阴),-5%,-3%,-6%,-4%,-10%,-9%
300636,同和药业,2021-02-23,-1.97,7.13,-5.17,+1.97,20.31,100.07%,-3%/0%(阴),-2%,1%,-1%,-2%,-2%,-1%
300637,扬帆新材,2025-08-13,6.63,10.72,+3.35,+14.07,12.46,288.32%,-5%/13%(阴),2%,16%,4%,2%,5%,5%
300640,德艺文创,2025-06-13,-10.8,13.73,-11.85,+1.88,20.99,146.15%,-4%/3%(阳),0%,-7%,-11%,-14%,-15%,-13%
300643,万通智控,2021-08-03,-2.79,8.91,-3.87,+5.03,19.41,107.98%,-3%/1%(阴),0%,-2%,-2%,-4%,-1%,-1%
300643,万通智控,2024-06-06,5.62,8.47,-1.27,+7.20,20.04,185.84%,-11%/-2%(阴),-3%,-5%,-6%,-2%,3%,15%
300643,万通智控,2025-03-27,-7.98,8.1,-9.17,-1.08,20.79,101.9%,-2%/2%(阴),4%,3%,5%,3%,-12%,-15%
300648,星云股份,2020-09-03,-6.67,16.79,-8.24,+8.55,15.44,136.24%,-10%/-3%(阳),4%,-2%,-2%,-6%,-14%,-12%
300648,星云股份,2020-12-22,-3.53,9.58,-5.92,+3.67,19.93,100.3%,-3%/5%(阳),4%,-1%,2%,4%,11%,9%
300648,星云股份,2021-08-12,-5.26,8.96,-11.21,-2.25,21.97,85.07%,-1%/9%(阳),-6%,-11%,-14%,-15%,-12%,-11%
300648,星云股份,2022-08-03,-6.9,16.13,-8.25,+7.88,15.21,113.54%,-1%/9%(阳),6%,3%,7%,3%,2%,6%
300649,杭州园林,2022-05-11,-6.36,16.94,-8.10,+8.84,22.09,148.95%,-4%/4%(阴),-2%,-3%,-8%,-10%,-9%,-9%
300649,杭州园林,2023-09-04,2.83,7.71,+0.41,+8.12,20.62,190.98%,-6%/5%(阳),2%,12%,5%,-1%,-4%,-1%
300650,太龙股份,2021-12-20,-0.41,13.21,-0.73,+12.48,16.05,170.16%,-3%/19%(阳),19%,10%,4%,0%,-3%,-4%
300650,太龙股份,2025-06-30,-1.94,10.63,-3.64,+6.99,19.24,115.72%,-1%/7%(阳),-2%,-5%,-4%,-8%,-7%,-8%
300654,世纪天鸿,2023-12-12,-2.47,9.09,-3.14,+5.95,21.57,106.37%,-3%/1%(阴),-3%,3%,-1%,-6%,-8%,-9%
300655,晶瑞电材,2020-09-30,-5.2,4.57,-7.61,-3.03,10.53,84.64%,-1%/6%(阳),10%,10%,8%,5%,5%,3%
300656,民德电子,2020-11-04,10.34,15.78,+4.22,+20.00,19.96,309.73%,-2%/13%(阳),7%,10%,16%,9%,17%,2%
300656,民德电子,2022-08-19,2.48,13.77,+0.07,+13.84,20.74,164.28%,-1%/8%(阳),5%,2%,-3%,-2%,0%,-3%
300656,民德电子,2023-11-30,-8.7,5.64,-8.83,-3.19,21.24,187.17%,-3%/2%(阴),0%,-2%,-5%,-5%,-5%,-5%
300656,民德电子,2024-08-12,-5.19,9.99,-5.90,+4.09,15.98,251.67%,-4%/1%(阳),5%,3%,6%,5%,3%,1%
300661,圣邦股份,2025-01-20,-6.3,4.77,-6.76,-1.99,18.72,100.71%,-1%/3%(阳),2%,7%,5%,4%,3%,9%
300666,江丰电子,2022-02-24,1.48,11.15,-4.16,+6.99,20.63,171.04%,-5%/2%(阴),-4%,-2%,-4%,-4%,-7%,-8%
300667,必创科技,2023-09-18,4.43,10.68,+0.73,+11.41,20.5,214.55%,-11%/-6%(阴),-8%,-11%,-14%,-12%,-14%,-15%
300668,杰恩股份,2021-09-16,-4.29,7.37,-6.64,+0.72,20.29,110.72%,-2%/5%(阳),-1%,0%,-2%,-6%,-10%,-8%
300669,沪宁股份,2021-09-02,-2.85,5.16,-5.84,-0.68,20.5,82.18%,-3%/0%(阴),1%,5%,2%,1%,2%,1%
300669,沪宁股份,2025-11-06,-6.66,12.72,-6.74,+5.98,21.47,104.71%,-3%/2%(阴),-2%,-2%,-7%,-10%,-11%,-16%
300670,大烨智能,2021-11-10,-5.81,6.14,-6.82,-0.67,19.19,155.08%,-1%/1%(阳),5%,4%,9%,10%,7%,9%
300670,大烨智能,2023-05-18,0.0,10.08,-0.34,+9.74,19.76,157.09%,-4%/6%(阳),17%,7%,9%,6%,1%,1%
300670,大烨智能,2024-05-29,-7.81,8.81,-7.95,+0.85,22.83,92.44%,-4%/5%(阳),7%,0%,2%,-1%,-3%,-9%
300675,建科院,2020-09-21,-3.28,10.15,-4.89,+5.26,20.75,115.02%,-2%/5%(阴),15%,12%,6%,9%,18%,23%
300675,建科院,2021-03-08,-5.22,11.76,-5.22,+6.55,20.64,159.43%,2%/18%(阳),14%,26%,23%,18%,30%,23%
300675,建科院,2022-01-19,-0.48,19.91,-4.15,+15.76,23.84,136.79%,-7%/2%(阴),-6%,-7%,-8%,-3%,-6%,-8%
300675,建科院,2023-06-09,-3.4,7.62,-4.71,+2.91,19.14,92.52%,-3%/-1%(阴),-3%,-4%,-6%,-5%,-6%,-7%
300677,英科医疗,2020-11-10,-14.59,9.67,-17.70,-8.03,19.83,117.65%,-8%/-2%(阴),-4%,-4%,-7%,-9%,-11%,-6%
300678,中科信息,2025-05-27,-4.38,3.19,-5.10,-1.91,10.66,97.75%,-1%/1%(阴),1%,13%,9%,9%,11%,11%
300679,电连技术,2021-08-05,3.38,7.21,+1.35,+8.56,20.24,125.56%,-1%/3%(阴),4%,0%,-2%,-4%,0%,-4%
300681,英搏尔,2023-10-23,2.5,6.89,+1.07,+7.96,10.72,278.94%,-3%/3%(阳),5%,2%,5%,3%,2%,1%
300682,朗新科技,2025-05-30,1.42,15.11,+0.47,+15.58,20.4,228.0%,-2%/6%(阴),0%,7%,1%,-5%,-6%,-6%
300683,海特生物,2021-12-21,2.62,17.09,+1.26,+18.35,3.16,487.27%,-6%/-1%(阴),2%,-4%,-8%,-9%,-2%,13%
300686,智动力,2025-08-21,2.54,15.56,-1.72,+13.84,21.36,206.43%,-7%/-2%(阳),-4%,5%,1%,-2%,-3%,-6%
300687,赛意信息,2020-09-16,-3.94,6.64,-7.92,-1.28,20.27,101.78%,-5%/2%(阴),-3%,-4%,-8%,-6%,-8%,-11%
300689,澄天伟业,2020-10-21,-6.29,13.02,-6.89,+6.13,16.79,217.34%,-3%/12%(阳),7%,0%,-3%,-1%,-2%,3%
300689,澄天伟业,2020-11-10,-5.77,11.1,-6.09,+5.01,16.78,144.73%,-11%/2%(阴),-8%,-14%,-14%,-15%,-12%,-10%
300689,澄天伟业,2021-04-06,-0.73,10.79,-0.73,+10.06,19.99,234.44%,-6%/5%(阳),1%,-3%,-2%,-2%,-2%,0%
300689,澄天伟业,2023-05-19,-4.37,10.26,-5.13,+5.13,19.8,171.91%,0%/2%(阳),5%,6%,4%,3%,4%,3%
300689,澄天伟业,2026-01-28,0.73,9.55,-3.56,+5.98,19.92,158.41%,1%/7%(阴),7%,5%,11%,14%,6%,5%
300690,双一科技,2021-11-05,-2.38,10.06,-2.44,+7.62,19.21,179.86%,-5%/0%(阴),0%,-2%,-5%,-4%,-3%,-7%
300690,双一科技,2022-07-20,5.97,13.91,+1.13,+15.04,19.59,167.72%,-6%/-2%(阴),4%,-3%,-4%,-4%,1%,0%
300690,双一科技,2023-09-28,-8.63,4.8,-9.12,-4.31,19.22,83.36%,0%/1%(阳),0%,-1%,3%,1%,4%,7%
300690,双一科技,2026-03-13,2.43,11.63,-2.41,+9.22,18.42,139.64%,-6%/5%(阳),11%,5%,1%,-1%,-3%,-4%
300695,兆丰股份,2025-04-30,2.55,8.01,-3.47,+4.54,20.19,147.19%,-1%/15%(阳),10%,10%,8%,11%,27%,23%
300697,电工合金,2021-03-18,-6.42,7.05,-6.42,+0.64,24.27,106.94%,-3%/5%(阳),6%,4%,-2%,-5%,-4%,-3%
300697,电工合金,2024-03-08,-6.03,9.49,-8.87,+0.62,20.02,100.82%,-3%/0%(阳),1%,0%,15%,17%,22%,17%
300697,电工合金,2025-09-15,-3.14,3.91,-4.57,-0.66,18.35,80.42%,-3%/3%(阴),14%,5%,-1%,-2%,-4%,-4%
300698,万马科技,2021-08-31,-2.43,5.05,-4.63,+0.42,19.91,98.82%,-3%/0%(阴),-3%,-1%,-3%,-2%,0%,-2%
300698,万马科技,2022-08-12,0.09,10.05,-5.28,+4.78,20.45,127.58%,1%/13%(阳),13%,12%,23%,21%,18%,17%
300702,天宇股份,2021-11-11,3.4,8.13,-2.55,+5.58,17.01,105.2%,-1%/6%(阴),2%,-5%,-4%,-7%,-5%,-3%
300703,创源股份,2025-04-16,-8.7,13.98,-8.70,+5.28,16.02,110.04%,2%/7%(阴),1%,-5%,1%,3%,3%,1%
300703,创源股份,2025-05-21,-2.31,11.15,-6.36,+4.78,18.68,130.06%,-4%/0%(阴),-3%,-5%,12%,28%,24%,15%
300707,威唐工业,2024-11-07,11.52,13.57,+6.44,+20.01,20.22,371.17%,-4%/11%(阳),7%,10%,-2%,-4%,-9%,-12%
300708,聚灿光电,2021-11-23,-3.03,8.52,-3.54,+4.98,20.11,134.47%,-2%/3%(阴),12%,6%,2%,3%,2%,1%
300709,精研科技,2024-07-25,-4.88,4.69,-5.69,-1.00,7.85,125.6%,0%/5%(阳),13%,17%,14%,14%,10%,6%
300710,万隆光电,2022-11-08,-3.72,12.72,-5.25,+7.47,19.26,195.93%,0%/5%(阳),11%,8%,0%,0%,-3%,-8%
300710,万隆光电,2024-07-30,-5.58,16.34,-6.26,+10.08,19.55,234.31%,-5%/-1%(阳),-1%,-3%,-5%,-7%,-2%,12%
300710,万隆光电,2026-08-21,-1.39,14.47,-1.89,+12.58,20.04,223.06%,-5%/0%(阴),-4%,3%,-4%,-3%,0%,-1%
300712,永福股份,2020-10-26,-2.3,12.25,-7.03,+5.22,22.96,144.73%,-11%/-1%(阴),-8%,-11%,-16%,-19%,-18%,-19%
300712,永福股份,2024-03-12,-2.31,7.04,-3.02,+4.02,18.0,125.82%,-1%/7%(阳),6%,2%,6%,6%,6%,5%
300713,英可瑞,2021-03-15,1.63,12.75,-4.15,+8.60,19.16,156.72%,-2%/9%(阳),6%,6%,3%,1%,-2%,1%
300713,英可瑞,2021-12-20,-4.51,9.74,-5.03,+4.71,20.83,168.66%,-4%/2%(阴),-4%,-5%,-7%,-11%,-12%,-12%
300713,英可瑞,2023-10-10,2.46,10.75,-0.55,+10.20,11.58,164.01%,-8%/-3%(阴),-6%,-8%,-10%,-13%,-14%,-17%
300716,*ST泉为,2021-03-08,0.68,17.68,-0.90,+16.78,18.65,450.96%,-11%/-5%(阴),-6%,-6%,-5%,-6%,-4%,-4%
300716,*ST泉为,2022-11-22,-2.85,11.72,-5.70,+6.01,17.93,96.25%,-5%/2%(阴),4%,3%,2%,9%,8%,15%
300717,华信新材,2021-09-17,-6.91,5.96,-7.16,-1.19,14.73,117.23%,-5%/1%(阳),-3%,-4%,-2%,-11%,-13%,-18%
300720,海川智能,2021-09-28,-3.57,12.49,-6.66,+5.83,19.77,104.44%,-3%/6%(阳),2%,8%,5%,7%,5%,2%
300721,怡达股份,2024-04-15,-14.41,16.41,-17.10,-0.69,20.89,116.59%,-19%/-3%(阴),-11%,-12%,-11%,-12%,-13%,-6%
300722,新余国科,2023-05-18,-0.78,6.82,-2.10,+4.71,21.44,100.03%,-4%/-1%(阳),1%,0%,-3%,0%,-3%,-1%
300722,新余国科,2025-07-22,4.41,12.5,+1.97,+14.47,15.93,175.22%,-9%/-1%(阴),-9%,-10%,-10%,-7%,-6%,-7%
300723,一品红,2025-07-22,-5.77,6.41,-6.41,+0.00,20.37,88.26%,-3%/7%(阳),4%,-1%,0%,2%,-1%,6%
300724,捷佳伟创,2026-01-26,-1.86,10.07,-1.94,+8.13,15.01,122.03%,-5%/4%(阳),2%,10%,6%,8%,10%,15%
300726,宏达电子,2025-12-24,6.43,10.22,+5.17,+15.38,18.96,123.93%,0%/6%(阴),-2%,-5%,-7%,-8%,-8%,-7%
300726,宏达电子,2026-06-05,-6.14,7.92,-7.82,+0.10,19.35,132.55%,-10%/-4%(阴),-4%,-7%,-10%,-10%,-4%(板),15%
300730,科创信息,2022-11-01,-8.74,10.41,-12.25,-1.84,19.34,81.42%,-3%/5%(阳),0%,-3%,3%,7%,-2%,-2%
300730,科创信息,2024-06-28,-0.38,10.35,-0.38,+9.97,21.29,221.0%,-6%/17%(阳),34%(板),29%,13%,11%,7%,5%
300730,科创信息,2025-02-27,-2.17,11.08,-5.84,+5.24,21.76,224.85%,-12%/-4%(阴),-10%,-11%,-11%,-7%,-8%,-6%
300730,科创信息,2025-06-27,-7.87,8.05,-8.34,-0.29,17.84,99.63%,-1%/2%(阴),0%,-4%,-6%,-2%,-4%,-4%
300731,科创新源,2021-01-19,-1.65,8.39,-2.90,+5.49,19.76,86.37%,-6%/1%(阴),0%,2%,8%,2%,3%,-2%
300731,科创新源,2026-02-02,-6.02,5.88,-6.92,-1.04,18.05,65.0%,-3%/3%(阳),2%,-2%,-2%,-2%,2%,-4%
