股票代码,股票名称,D-0日期,D-0涨幅,D-0振幅,D-0最低价,D-0最高价,D-1振幅,D-0/D-1成交额百分比,T+0(低/高),T+1最高价,T+2最高价,T+3最高价,T+4最高价,T+5最高价,T+6最高价
300937,药易购,2021-09-17,-6.33,6.09,-7.77,-1.68,20.67,92.39%,-5%/1%(阴),-3%,0%,3%,-1%,-4%,-10%
300937,药易购,2026-08-14,-3.15,9.68,-8.17,+1.51,22.67,105.31%,-6%/3%(阴),0%,-3%,-6%,-11%,-15%,-17%
300938,信测标准,2022-04-01,-7.08,10.4,-7.97,+2.43,12.37,127.14%,-2%/3%(阳),2%,-1%,-1%,-6%,-7%,6%
300939,秋田微,2022-01-10,-4.11,8.63,-5.25,+3.37,20.82,119.74%,-1%/7%(阳),1%,7%,1%,3%,14%,6%
300941,创识科技,2022-11-09,-4.39,4.88,-5.21,-0.33,22.36,82.18%,-2%/2%(阴),1%,-2%,-2%,1%,1%,1%
300941,创识科技,2024-10-09,-6.53,15.53,-9.00,+6.53,14.62,100.99%,-9%/3%(阴),-5%,-6%,-2%,-6%,-3%,-1%
300942,易瑞生物,2022-03-01,-3.37,8.84,-6.67,+2.17,21.67,101.92%,-3%/2%(阳),3%,4%,2%,0%,-4%,-2%
300943,春晖智控,2025-08-06,-4.99,5.48,-5.48,+0.00,20.04,132.75%,-1%/4%(阳),18%,12%,8%,7%,5%,1%
300945,曼卡龙,2021-11-25,-9.23,7.13,-9.60,-2.48,22.41,66.48%,0%/19%(阳),19%,36%,26%,23%,16%,13%
300946,恒而达,2023-06-16,-5.42,5.99,-6.22,-0.23,20.55,115.63%,-1%/9%(阳),10%,11%,9%,6%,4%,8%
300946,恒而达,2024-02-27,1.73,14.28,+0.11,+14.38,12.35,173.61%,-11%/-2%(阴),-8%,-6%,-8%,-9%,-9%,-6%
300946,恒而达,2024-06-26,3.32,10.3,+2.89,+13.19,13.21,311.02%,-2%/19%(阳),8%,7%,4%,4%,1%,-2%
300946,恒而达,2025-02-19,12.83,12.71,+7.14,+19.85,20.6,294.77%,-6%/-1%(阴),1%,-2%,-6%,-5%,-7%,-9%
300946,恒而达,2025-12-05,-2.88,8.14,-6.09,+2.05,17.61,103.07%,-2%/7%(阳),6%,1%,-1%,-5%,-7%,-9%
300947,德必集团,2022-04-21,-5.89,7.02,-7.86,-0.84,21.41,126.49%,-4%/0%(阴),8%,10%,3%,17%,17%,15%
300947,德必集团,2024-04-30,0.3,19.64,-5.91,+13.72,20.47,183.84%,-2%/5%(阴),2%,-5%,-4%,2%,-5%,-6%
300947,德必集团,2024-07-02,-2.86,6.82,-4.55,+2.27,21.12,103.94%,-4%/10%(阳),5%,4%,1%,-1%,-3%,0%
300947,德必集团,2025-12-22,-5.78,3.91,-6.71,-2.80,20.74,79.3%,-1%/1%(阴),0%,-1%,0%,-1%,-2%,-5%
300948,冠中生态,2021-12-02,0.91,14.71,+0.91,+15.62,17.83,179.16%,-8%/1%(阴),-8%,-4%,-6%,-8%,-5%,-8%
300948,冠中生态,2022-02-18,-4.24,10.73,-7.85,+2.88,16.29,130.97%,-3%/-2%(阳),-4%,-3%,-5%,-8%,-10%,-11%
300949,奥雅股份,2023-02-02,-0.31,15.13,-1.73,+13.40,19.52,227.61%,-4%/0%(阴),-3%,-2%,-3%,-5%,-3%,-3%
300949,奥雅股份,2025-06-05,-8.12,9.43,-9.38,+0.04,18.33,136.95%,-7%/-1%(阴),-1%,-3%,13%,23%(板),19%,13%
300950,德固特,2025-09-02,-6.2,11.21,-6.93,+4.28,7.91,125.03%,-4%/1%(阴),-2%,2%,0%,0%,4%,0%
300950,德固特,2025-10-15,-3.87,9.47,-7.42,+2.05,20.91,113.69%,-5%/0%(阴),-5%,-7%,-8%,-12%,-13%,-14%
300951,博硕科技,2023-11-08,12.31,13.45,+3.48,+16.94,13.19,255.15%,-10%/-2%(阴),-5%,5%,1%,4%,11%,5%
300953,震裕科技,2025-03-10,-5.43,8.47,-5.83,+2.64,20.7,79.81%,-3%/2%(阳),7%,-2%,9%,3%,3%,10%
300955,嘉亨家化,2025-07-24,1.53,14.57,-2.98,+11.60,20.22,149.1%,-5%/2%(阴),1%,-2%,-8%,-10%,-7%,-7%
300955,嘉亨家化,2025-08-27,2.08,15.82,-6.20,+9.62,17.33,154.03%,0%/8%(阳),27%(板),37%,45%,43%,35%,37%
300958,建工修复,2023-08-21,-2.97,13.44,-7.06,+6.37,20.0,164.06%,-6%/-2%(阴),7%,-2%,5%,16%(板),27%,13%
300959,线上线下,2021-05-27,-5.36,6.3,-5.54,+0.76,20.53,83.55%,-3%/3%(阴),1%,5%,5%,3%,14%,10%
300959,线上线下,2023-03-28,-2.28,11.41,-2.35,+9.06,21.55,131.93%,-6%/-3%(阴),-7%,-8%,-2%,-4%,-8%,-8%
300959,线上线下,2024-11-14,-9.89,9.14,-10.12,-0.98,20.63,125.86%,1%/20%(板),19%,9%,17%,13%,14%,8%
300960,通业科技,2024-03-08,-6.19,12.75,-7.76,+4.99,19.4,125.82%,-1%/6%(阳),7%,4%,3%,-1%,0%,3%
300960,通业科技,2024-04-22,-8.99,5.4,-10.21,-4.81,13.78,74.46%,-2%/3%(阳),4%,9%,5%,2%,6%,22%
300960,通业科技,2025-08-06,-0.29,5.22,-2.03,+3.18,20.94,107.64%,-3%/1%(阴),2%,8%,9%,2%,1%,1%
300961,深水海纳,2025-03-14,9.12,13.99,+5.34,+19.32,20.28,179.43%,1%/15%(阳),28%,41%,40%,54%,48%,35%
300961,深水海纳,2026-06-24,-0.98,10.28,-2.10,+8.18,21.24,124.57%,3%/11%(阳),12%,7%,-2%,1%,-1%,-4%
300963,中洲特材,2022-07-29,-1.55,10.49,-1.70,+8.79,9.95,102.62%,-1%/3%(阳),7%,5%,-5%,-8%,-2%,-1%
300964,本川智能,2024-07-31,-1.61,10.93,-4.22,+6.72,17.49,175.94%,-3%/0%(阴),-2%,-6%,-8%,-3%,-6%,-9%
300965,恒宇信通,2021-08-06,-4.57,8.21,-5.91,+2.30,20.49,85.34%,-1%/1%(阳),14%,6%,0%,3%,3%,11%
300965,恒宇信通,2025-07-31,-5.8,12.19,-6.74,+5.45,17.61,192.01%,-5%/-1%(阴),15%(板),33%,41%,37%,30%,27%
300966,共同药业,2021-11-10,0.32,9.93,-4.92,+5.01,14.67,154.44%,-5%/-1%(阳),5%,12%,8%,5%,0%,-2%
300969,恒帅股份,2022-06-07,-6.01,10.12,-6.99,+3.13,18.26,87.21%,-2%/3%(阳),0%,10%,16%,34%,36%,27%
300969,恒帅股份,2025-06-25,0.25,11.61,-2.81,+8.80,14.98,153.76%,-5%/-3%(阳),-1%,-1%,0%,1%,-2%,-3%
300969,恒帅股份,2025-09-17,-1.13,7.62,-3.61,+4.01,20.15,110.96%,1%/15%(阳),5%,11%,30%,24%,31%,23%
300971,博亚精工,2024-07-29,-0.23,15.06,-1.50,+13.56,22.38,164.84%,-7%/-1%(阴),-8%,-5%,-8%,-12%,-13%,-9%
300971,博亚精工,2025-08-27,0.23,11.65,-5.45,+6.20,11.89,204.74%,-4%/1%(阳),-3%,-5%,4%,-2%,-10%,-10%
300972,万辰集团,2025-09-01,-3.35,8.44,-6.96,+1.48,17.45,78.83%,-5%/0%(阴),0%,-4%,-5%,-3%,-6%,-10%
300976,达瑞电子,2024-07-30,-4.08,8.48,-4.51,+3.98,6.07,154.11%,-2%/4%(阳),4%,3%,-1%,-4%,-4%,-5%
300978,东箭科技,2023-11-28,5.7,11.63,+2.52,+14.15,14.31,249.82%,-9%/0%(阴),-8%,-13%,-13%,-13%,-15%,-16%
300982,苏文电能,2021-08-12,-2.93,6.92,-6.10,+0.82,22.44,78.96%,-2%/5%(阳),1%,-4%,-2%,-5%,-5%,2%
300982,苏文电能,2026-02-10,-6.69,4.7,-7.65,-2.94,17.89,139.79%,-2%/0%(阴),-2%,-3%,-1%,-2%,-2%,-1%
300982,苏文电能,2026-04-30,-2.61,4.88,-3.03,+1.85,21.35,79.06%,-1%/1%(阴),2%,0%,3%,3%,7%,6%
300985,致远新能,2023-08-09,-0.07,12.03,-1.47,+10.56,22.07,204.07%,0%/7%(阳),5%,2%,0%,-5%,-7%,-4%
300985,致远新能,2026-02-05,-7.97,7.61,-8.61,-1.00,21.03,121.82%,-1%/3%(阳),11%,19%,12%,9%,7%,13%
300990,同飞股份,2024-09-19,4.22,15.83,+3.06,+18.89,0.0,403.69%,-8%/5%(阳),3%,9%,6%,6%,13%,27%
300991,创益通,2022-04-18,3.98,16.43,+1.11,+17.54,13.69,203.06%,-9%/-7%(阳),-7%,-9%,-15%,-21%,-29%,-33%
300993,玉马科技,2025-08-12,-3.67,7.91,-5.61,+2.30,17.22,154.34%,-2%/3%(阳),6%,8%,1%,0%,-2%,-5%
300994,久祺股份,2024-04-19,-7.22,4.6,-8.05,-3.45,23.15,153.03%,-3%/13%(阳),9%,7%,8%,7%,6%,6%
300994,久祺股份,2025-08-27,-6.26,5.34,-6.99,-1.66,20.54,126.16%,-4%/0%(阴),2%,-3%,1%,-1%,-5%,-3%
300996,普联软件,2025-01-23,7.13,13.77,+6.25,+20.02,13.26,288.57%,-6%/5%(阳),24%(板),41%,25%,28%,19%,22%
300997,欢乐家,2021-07-08,-11.06,6.15,-12.13,-5.98,21.22,71.48%,-2%/1%(阳),2%,8%,4%,6%,3%,-3%
300997,欢乐家,2024-09-06,-1.52,12.21,-4.04,+8.16,17.88,185.14%,-8%/-3%(阴),-7%,-10%,-12%,-14%,-16%,-13%
300997,欢乐家,2025-09-05,-3.85,6.29,-7.76,-1.46,21.37,100.48%,-1%/5%(阳),9%,11%,9%,8%,2%,4%
300997,欢乐家,2026-07-30,-2.17,10.28,-4.22,+6.06,18.4,187.05%,-8%/4%(阳),1%,1%,3%,4%,-1%,4%
301000,肇民科技,2024-02-28,-12.72,14.21,-12.72,+1.48,21.15,101.01%,-5%/5%(阳),5%,11%,9%,16%,10%,6%
301001,凯淳股份,2024-05-28,-6.48,6.85,-9.20,-2.35,13.01,209.95%,-4%/11%(阳),1%,1%,0%,-9%,-13%,-15%
301002,崧盛股份,2024-03-29,-4.9,12.48,-6.53,+5.95,17.35,168.02%,1%/5%(阳),5%,2%,-3%,-3%,-6%,-9%
301004,嘉益股份,2022-03-08,-8.85,19.23,-9.98,+9.25,21.68,158.05%,-3%/9%(阳),9%,-1%,-4%,-11%,-16%,-11%
301005,超捷股份,2025-05-30,-2.84,10.54,-7.13,+3.41,19.8,125.69%,1%/9%(阳),20%,29%,31%,28%,36%,15%
301007,德迈仕,2021-11-30,-0.24,10.38,-2.10,+8.28,21.06,146.67%,-5%/-1%(阳),-6%,-10%,-15%,-18%,-21%,-20%
301007,德迈仕,2024-07-15,-6.97,5.51,-7.44,-1.93,21.35,83.62%,-1%/1%(阴),-2%,-2%,0%,4%,2%,-6%
301008,宏昌科技,2024-04-15,-1.41,20.48,-11.47,+9.01,17.2,286.79%,-19%/-2%(阳),4%,7%,3%,6%,-5%,-6%
301008,宏昌科技,2024-07-29,-3.84,9.65,-6.34,+3.30,14.78,120.37%,-3%/-1%(阴),0%,1%,1%,-2%,0%,0%
301008,宏昌科技,2025-08-21,-6.43,8.32,-7.15,+1.17,21.23,119.14%,-2%/0%(阳),9%,18%,27%,22%,14%,18%
301009,可靠股份,2021-09-24,-12.38,9.2,-12.53,-3.33,20.07,75.13%,-4%/-1%(阴),-3%,-9%,-13%,-12%,-12%,-9%
301010,晶雪节能,2021-12-15,-7.29,10.18,-7.29,+2.89,19.41,171.43%,0%/6%(阳),2%,-2%,0%,-2%,-5%,-7%
301010,晶雪节能,2023-03-13,-5.27,10.66,-7.56,+3.11,20.67,99.51%,-3%/2%(阳),0%,-1%,-3%,-4%,-6%,-5%
301011,华立科技,2021-08-30,11.45,12.33,+7.66,+19.99,22.8,315.68%,-4%/4%(阴),1%,-9%,-2%,3%,17%,12%
301012,扬电科技,2024-01-17,-5.5,5.94,-6.45,-0.51,20.19,66.41%,-7%/1%(阴),-3%,-11%,-20%,-20%,-21%,-21%
301016,雷尔伟,2022-07-19,4.67,12.22,+2.74,+14.96,2.59,385.2%,-7%/-1%(阳),4%,-3%,-5%,-7%,-10%,-9%
301018,申菱环境,2022-08-11,-5.92,9.92,-7.85,+2.07,21.71,90.75%,-7%/-1%(阴),-1%,2%,-3%,1%,-3%,-6%
301019,宁波色母,2026-07-03,-3.25,5.29,-4.78,+0.51,19.9,167.88%,-3%/6%(阳),6%,-19%,-24%,-23%,-16%,-18%
301021,英诺激光,2024-07-22,-3.74,15.8,-3.74,+12.07,15.12,186.11%,-3%/20%(板),36%,20%,10%,1%,-1%,0%
301021,英诺激光,2025-03-11,-6.4,5.73,-7.62,-1.88,11.7,98.79%,-1%/2%(阴),1%,-2%,1%,4%,1%,-3%
301024,霍普股份,2024-01-26,-5.97,18.49,-6.90,+11.59,17.99,278.23%,-11%/-4%(阴),-10%,-12%,-19%,-21%,-28%,-40%
301024,霍普股份,2024-03-19,-6.68,12.31,-7.61,+4.70,19.66,145.02%,-2%/1%(阳),0%,-3%,-4%,-4%,-5%,-7%
301024,霍普股份,2025-02-20,-3.51,13.41,-4.95,+8.46,18.61,188.47%,-4%/2%(阳),-1%,-3%,-3%,-3%,-3%,-8%
301025,读客文化,2022-05-24,-6.21,12.69,-7.42,+5.26,0.0,467.73%,-4%/9%(阳),7%,4%,1%,3%,2%,0%
301025,读客文化,2024-06-27,-2.18,7.01,-3.22,+3.79,21.5,122.63%,-3%/-1%(阴),2%,3%,-1%,-2%,-2%,-6%
301025,读客文化,2025-03-25,-2.65,10.05,-4.94,+5.12,20.83,160.59%,-3%/1%(阴),0%,7%,5%,3%,7%,7%
301026,浩通科技,2024-07-10,-1.04,9.66,-1.85,+7.82,20.06,157.54%,-3%/6%(阳),3%,-4%,-2%,-1%,-6%,-9%
301027,华蓝集团,2022-03-21,-4.42,10.16,-8.42,+1.74,23.12,99.02%,-8%/-3%(阴),-6%,4%,-4%,-14%,-15%,-13%
301032,新柴股份,2023-12-21,-8.88,6.72,-11.54,-4.81,19.92,190.52%,-8%/-3%(阴),-8%,-11%,-12%,-10%,-8%,-6%
301033,迈普医学,2026-01-06,-1.06,17.56,-3.98,+13.58,19.26,239.78%,-5%/-1%(阴),2%,-4%,-5%,-5%,-4%,-6%
301035,润丰股份,2022-01-11,-2.96,9.95,-5.87,+4.08,5.91,102.69%,-4%/1%(阳),3%,5%,5%,5%,3%,10%
301036,双乐股份,2023-03-10,-1.37,8.89,-1.79,+7.10,20.07,193.11%,-7%/-2%(阴),-2%,1%,-2%,-4%,-6%,-3%
301036,双乐股份,2024-09-02,-3.47,7.34,-5.71,+1.62,18.66,123.95%,-3%/3%(阳),9%,2%,4%,6%,2%,0%
301038,深水规院,2025-06-23,-5.62,4.52,-6.60,-2.09,19.89,100.95%,0%/2%(阳),9%,5%,12%,6%,2%,7%
301039,中集车辆,2021-12-03,-0.51,11.51,-1.68,+9.83,20.37,172.3%,-9%/-2%(阴),8%,5%,8%,6%,13%,9%
301040,中环海陆,2022-05-20,2.5,7.75,-1.23,+6.52,22.06,143.02%,-7%/-3%(阳),10%,10%,4%,0%,-2%,1%
301040,中环海陆,2025-11-27,-2.54,7.41,-3.54,+3.87,20.34,111.32%,1%/7%(阳),11%,1%,13%,18%,16%,15%
301041,金百泽,2022-10-19,-7.08,7.89,-7.89,+0.00,18.88,144.88%,-3%/2%(阳),0%,0%,-3%,-2%,-2%,-2%
301041,金百泽,2024-06-07,-8.49,16.71,-8.49,+8.22,12.27,290.24%,-12%/7%(阳),9%,3%,2%,9%,7%,11%
301041,金百泽,2025-08-21,-7.9,11.25,-8.55,+2.70,14.28,145.51%,-1%/2%(阳),5%,5%,2%,1%,0%,-1%
301042,安联锐视,2023-08-30,-0.03,5.97,-0.06,+5.91,16.66,111.4%,-3%/0%(阴),-1%,-3%,1%,1%,3%,2%
301042,安联锐视,2025-09-19,-2.77,12.96,-6.97,+5.99,21.61,84.68%,-2%/1%(阳),1%,2%,1%,0%,4%,9%
301043,绿岛风,2025-11-28,-12.17,12.19,-13.22,-1.03,20.74,113.78%,-3%/8%(阳),20%,32%,23%,20%,17%,27%
301045,天禄科技,2024-04-02,-2.61,11.22,-5.22,+6.00,20.34,203.23%,-4%/3%(阳),-1%,-8%,-10%,-12%,-13%,-17%
301049,超越科技,2022-07-25,10.96,9.8,+10.20,+20.01,16.65,455.72%,-12%/-5%(阳),0%,-4%,-7%,-4%,-9%,-9%
301051,信濠光电,2022-06-17,-2.98,7.3,-5.71,+1.60,19.76,104.23%,0%/2%(阳),2%,3%,-2%,-1%,1%,7%
301053,远信工业,2023-05-25,-2.15,12.29,-5.21,+7.07,21.04,138.14%,-5%/5%(阳),-1%,-6%,-6%,-9%,-9%,-7%
301053,远信工业,2024-04-11,-6.78,11.12,-9.09,+2.02,18.74,104.52%,-5%/1%(阴),-8%,-22%,-18%,-19%,-20%,-23%
301059,金三江,2023-01-04,3.02,7.07,-1.67,+5.41,8.65,166.78%,-2%/2%(阳),2%,1%,0%,0%,0%,3%
301059,金三江,2023-02-10,1.61,7.26,+0.79,+8.05,11.75,161.98%,-1%/2%(阴),-1%,1%,-1%,-1%,-2%,-3%
301060,兰卫医学,2024-08-13,-5.61,5.72,-8.84,-3.12,19.58,164.88%,-2%/5%(阳),16%,23%(板),34%,24%,10%,6%
301062,上海艾录,2023-01-17,-5.24,9.24,-8.00,+1.24,20.23,104.42%,-5%/-1%(阴),-5%,-6%,-2%,0%,0%,-1%
301063,海锅股份,2024-07-23,-6.81,9.59,-9.64,-0.05,14.05,184.0%,-8%/0%(阴),-5%,7%,-5%,-5%,-8%,-7%
301066,万事利,2023-01-04,7.64,15.95,+4.08,+20.03,20.48,248.84%,-11%/-3%(阴),-8%,-14%,-14%,-17%,-16%,-18%
301066,万事利,2024-09-06,-3.92,9.59,-6.49,+3.09,20.05,141.05%,-4%/-2%(阴),-4%,-6%,-7%,-10%,-12%,-11%
301066,万事利,2026-01-05,0.61,11.17,-1.98,+9.19,19.68,166.35%,0%/5%(阳),3%,1%,8%,27%(板),30%,22%
301067,显盈科技,2025-07-28,0.08,4.21,-2.64,+1.57,16.64,91.24%,-1%/2%(阳),4%,-1%,0%,3%,4%,4%
301068,大地海洋,2021-12-17,-6.17,6.89,-7.00,-0.12,13.21,156.12%,-2%/2%(阳),-1%,2%,1%,-3%,-9%,-8%
301068,大地海洋,2026-03-13,-2.42,7.71,-5.89,+1.82,20.65,101.47%,-2%/7%(阳),12%,8%,6%,8%,-3%,-4%
301070,开勒股份,2024-07-30,-9.2,8.56,-9.39,-0.82,23.57,88.61%,-8%/2%(阳),10%,8%,12%,10%,3%,-2%
301076,新瀚新材,2024-12-03,0.0,13.84,-0.12,+13.72,15.96,310.48%,-4%/9%(阳),12%,5%,19%(板),43%(板),61%,37%
301077,星华新材,2024-04-16,-15.22,10.29,-15.22,-4.94,18.39,94.9%,4%/9%(阳),7%,24%(板),19%,15%,15%,32%
301077,星华新材,2024-10-30,-5.67,11.81,-7.78,+4.03,12.61,134.87%,2%/19%(板),28%,11%,11%,9%,7%,7%
301078,孩子王,2022-03-08,-15.16,16.41,-17.07,-0.66,25.43,91.56%,-4%/4%(阳),6%,1%,-7%,-13%,-14%,-12%
301081,严牌股份,2026-05-18,-6.65,6.9,-9.36,-2.46,18.5,94.45%,0%/4%(阴),2%,5%,14%,13%,17%,17%
301082,久盛电气,2026-08-04,6.21,6.5,+2.64,+9.13,18.98,192.68%,-3%/9%(阳),5%,0%,1%,0%,-2%,-2%
301085,亚康股份,2024-12-12,-4.02,14.5,-6.66,+7.84,16.69,100.6%,0%/8%(阴),2%,-4%,-5%,11%(板),9%,8%
301086,鸿富瀚,2024-10-25,3.91,15.81,+3.17,+18.99,10.29,178.82%,-3%/7%(阴),1%,-4%,-4%,-5%,-11%,-8%
301087,可孚医疗,2022-03-14,-1.3,8.61,-2.81,+5.80,21.93,170.93%,-7%/-2%(阴),-5%,-4%,-7%,-6%,-7%,-10%
301091,深城交,2022-07-11,-2.73,12.3,-4.56,+7.75,16.41,127.96%,0%/20%(阳),13%,4%,7%,7%,6%,6%
301091,深城交,2024-04-22,-12.6,10.25,-13.33,-3.08,20.7,72.88%,-2%/5%(阳),8%,11%,13%,6%,3%,-7%
301092,争光股份,2022-10-27,-1.34,8.94,-2.38,+6.56,12.01,183.32%,-6%/0%(阴),-2%,1%,2%,3%,19%,11%
301092,争光股份,2026-05-21,-3.92,10.53,-3.92,+6.61,20.8,135.69%,-2%/4%(阴),3%,7%,9%,7%,5%,11%
301095,广立微,2025-05-30,-3.24,4.81,-5.15,-0.33,9.33,84.37%,0%/7%(阳),5%,1%,0%,-2%,-2%,-3%
301096,百诚医药,2022-10-27,-2.61,10.14,-5.64,+4.49,13.78,146.11%,-4%/1%(阴),-1%,2%,2%,3%,2%,4%
301097,天益医疗,2022-08-19,-3.54,12.99,-6.15,+6.84,21.9,111.7%,-2%/3%(阳),9%,5%,6%,6%,3%,5%
301100,风光股份,2024-07-26,4.18,13.02,+2.81,+15.83,20.97,310.03%,-9%/-5%(阴),-10%,-11%,-11%,-11%,-11%,-13%
301100,风光股份,2024-10-29,-5.2,15.04,-5.45,+9.58,19.33,212.77%,-6%/1%(阳),19%(板),28%,5%,0%,1%,-2%
301100,风光股份,2026-02-26,-5.17,5.45,-7.96,-2.51,8.45,169.32%,-4%/-2%(阴),-6%,-7%,-12%,-8%,-8%,-8%
301101,明月镜片,2023-04-25,-0.28,4.21,-1.81,+2.40,13.25,86.26%,-1%/5%(阳),3%,1%,-2%,0%,-1%,-2%
301102,兆讯传媒,2024-11-12,-8.52,9.07,-8.99,+0.08,20.54,108.13%,0%/4%(阳),1%,1%,-1%,-6%,0%,1%
301102,兆讯传媒,2024-12-06,-8.11,8.78,-8.45,+0.34,15.65,91.9%,-3%/2%(阳),6%,2%,1%,5%,4%,0%
301105,鸿铭股份,2025-05-23,-4.33,17.42,-6.60,+10.83,8.55,193.94%,-7%/-2%(阴),-5%,-2%,-6%,-6%,-7%,-7%
301108,洁雅股份,2022-01-11,-10.45,7.99,-11.34,-3.34,19.66,81.18%,-3%/1%(阴),-2%,4%,1%,-2%,-10%,-10%
301109,军信股份,2025-03-18,-0.4,7.19,-2.04,+5.15,19.71,133.69%,-3%/1%(阴),-2%,-5%,-6%,-6%,-7%,-7%
301112,信邦智能,2023-01-30,-1.46,9.68,-1.54,+8.14,13.46,158.0%,-1%/14%(阳),7%,6%,4%,4%,7%,7%
301112,信邦智能,2024-06-28,-6.14,13.67,-6.66,+7.01,16.2,183.13%,-5%/2%(阳),3%,2%,9%,-1%,-3%,-8%
301112,信邦智能,2024-08-01,4.71,16.35,+3.67,+20.01,23.44,279.23%,-11%/-6%(阴),-14%,-17%,-17%,-19%,-22%,-23%
301113,雅艺科技,2022-05-13,-6.4,7.87,-7.34,+0.53,20.9,87.67%,-2%/1%(阳),-2%,5%,0%,3%,10%,11%
301113,雅艺科技,2023-08-16,6.79,13.23,+6.76,+19.99,19.25,277.49%,-7%/4%(阴),-10%,-10%,-12%,-16%,-19%,-23%
301116,益客食品,2022-03-14,-2.47,9.64,-3.42,+6.22,22.0,121.13%,-1%/6%(阳),4%,14%,6%,17%,11%,4%
301117,ST佳缘,2025-11-26,5.98,17.21,+2.78,+19.99,19.16,161.48%,-9%/-2%(阳),2%,2%,5%,-1%,-6%,2%
301118,恒光股份,2022-03-24,4.33,12.16,+2.90,+15.06,0.0,416.09%,-13%/-3%(阴),-14%,-14%,-16%,-18%,-20%,-15%
301119,正强股份,2022-08-31,2.62,9.31,-2.12,+7.20,14.66,140.39%,-5%/-1%(阴),-3%,-4%,-5%,-3%,4%,-2%
301119,正强股份,2023-07-28,2.97,12.09,+1.81,+13.90,14.55,227.81%,-4%/4%(阳),-4%,-9%,-11%,-13%,-16%,-14%
301119,正强股份,2024-02-28,-14.32,14.67,-14.93,-0.26,20.78,137.26%,-3%/12%(阳),6%,4%,7%,5%,6%,2%
301119,正强股份,2024-07-02,3.52,16.65,+0.00,+16.65,20.77,238.81%,-6%/8%(阳),-6%,-8%,-9%,-16%,-13%,-10%
301120,新特电气,2024-07-01,2.02,7.99,-1.25,+6.74,19.86,164.41%,-2%/3%(阳),-1%,-5%,-8%,-11%,-12%,-10%
301120,新特电气,2026-05-20,-1.93,7.67,-6.91,+0.76,19.33,96.79%,-6%/0%(阴),-3%,0%,-5%,-1%,4%,10%
301121,紫建电子,2023-06-05,-8.8,4.93,-9.83,-4.90,19.75,141.01%,-3%/1%(阳),-1%,9%,-1%,-3%,-3%,-1%
301121,紫建电子,2024-03-20,-1.71,6.59,-5.06,+1.53,19.46,172.22%,-6%/-2%(阴),-5%,-4%,3%,1%,-5%,-5%
301123,奕东电子,2025-01-20,-0.35,11.61,-1.82,+9.78,21.29,180.95%,-6%/0%(阴),1%,2%,-3%,-9%,-14%,-12%
301123,奕东电子,2025-05-07,-2.94,5.12,-4.32,+0.80,19.82,129.81%,-1%/3%(阴),2%,0%,2%,0%,-2%,0%
301125,腾亚精工,2024-12-13,-3.85,14.12,-6.50,+7.63,18.93,184.04%,-10%/-1%(阴),-9%,-14%,-11%,-10%,-11%,-16%
301126,达嘉维康,2022-02-22,-2.38,10.75,-2.43,+8.32,21.79,180.97%,-3%/8%(阳),-1%,-4%,-3%,-2%,2%,21%
301126,达嘉维康,2025-03-17,-5.92,5.3,-6.15,-0.85,19.46,121.28%,-1%/0%(阴),0%,-2%,-2%,-4%,-3%,-3%
301129,瑞纳智能,2025-07-01,2.39,12.37,+1.88,+14.25,13.96,333.54%,-9%/-4%(阴),-7%,-10%,-10%,-7%,-8%,-10%
301130,西点药业,2026-08-17,-2.01,11.9,-6.87,+5.02,21.59,123.77%,-8%/0%(阴),10%(板),32%,10%,18%,31%,22%
301133,金钟股份,2024-07-12,2.73,12.0,-4.52,+7.48,16.91,124.86%,-6%/-3%(阳),-6%,-9%,-12%,-13%,-13%,-11%
301135,瑞德智能,2024-10-23,-6.21,11.27,-6.68,+4.59,17.98,168.99%,-4%/3%(阴),-3%,-3%,-3%,-6%,-7%,-6%
301137,哈焊华通,2022-05-31,-9.2,10.24,-11.64,-1.40,19.41,88.1%,-1%/7%(阳),3%,-1%,3%,-2%,-4%,-9%
301137,哈焊华通,2024-09-10,0.06,15.16,-0.19,+14.97,21.33,214.38%,-8%/6%(阳),3%,2%,9%,4%,3%,-3%
301138,华研精机,2023-06-30,-1.62,11.82,-1.73,+10.09,20.7,235.57%,-2%/9%(阳),24%,17%,12%,11%,6%,3%
301138,华研精机,2024-08-29,-1.32,7.15,-4.51,+2.64,19.8,132.92%,-1%/3%(阳),0%,-1%,-3%,-3%,-2%,-6%
301139,*ST元道,2023-11-16,-5.67,7.67,-7.67,+0.00,11.76,98.72%,-5%/-1%(阴),-1%,-5%,-5%,-6%,-7%,-9%
301139,*ST元道,2025-09-11,1.65,7.97,+1.13,+9.10,19.75,149.2%,-4%/3%(阳),-1%,-5%,-6%,-6%,-2%,-1%
301141,中科磁业,2024-11-04,-10.31,15.27,-15.77,-0.50,21.26,94.7%,-5%/16%(阳),16%,10%,7%,2%,3%,3%
301152,天力锂能,2023-07-20,0.56,6.11,-3.85,+2.26,19.88,111.28%,-5%/0%(阴),-5%,-7%,-4%,0%,-2%,-3%
301152,天力锂能,2026-08-25,2.83,6.95,+2.32,+9.26,20.33,197.5%,-4%/-1%(阴),-3%,-5%,-1%,-1%,-4%,-4%
301157,华塑科技,2024-07-15,-5.38,4.98,-6.40,-1.41,20.82,113.85%,-3%/0%(阴),3%,0%,4%,0%,-1%,-3%
