股票代码,股票名称,D-0日期,D-2涨幅,D-2振幅,D-1振幅,D-0涨幅,D-0振幅,D-2~D-0区间振幅,D-0/D-2成交额百分比,D-0/D-1成交额百分比,T+0(低/高),T+1最高价,T+2最高价,T+3最高价,T+4最高价,T+5最高价,T+6最高价
600255,,2018-11-13,2.59,7.25,11.62,1.38,5.5,20.73%,259.57%,137.22%,-3%/1%(阴),-2%,-2%,-3%,-2%,-5%,-4%
600256,,2002-06-25,3.74,4.21,3.6,2.91,5.98,19.41%,186.58%,129.89%,-2%/1%(阴),-2%,-3%,-2%,-3%,-3%,-3%
600257,,2018-11-07,1.65,6.62,10.47,-1.9,7.82,16.31%,237.87%,171.57%,-2%/1%(阳),0%,6%,11%,12%,9%,13%
600259,,2014-07-28,5.5,8.15,9.96,4.16,9.32,26.76%,200.2%,169.92%,-2%/3%(阳),0%,4%,2%,5%,8%,6%
600262,,2004-09-20,5.24,7.46,9.96,6.27,6.27,23.99%,535.84%,125.9%,-4%/0%(阴),-3%,-2%,-2%,-6%,-8%,-9%
600263,,2001-07-17,2.36,4.48,0.0,7.02,11.66,23.71%,414.38%,385.84%,-2%/0%(阳),8%,15%,10%,7%,5%,5%
600263,,2007-04-06,6.06,9.66,10.0,1.7,12.5,29.92%,177.94%,143.75%,0%/7%(阳),5%,4%,4%,12%,15%(板),27%
600266,,2019-02-26,3.21,3.92,7.83,-2.09,7.23,19.14%,315.06%,112.33%,0%/3%(阳),2%,0%,4%,5%,6%,12%
600268,,2014-07-11,-1.4,3.8,8.72,-2.03,6.46,14.6%,454.23%,110.94%,0%/8%(阳),6%,1%,1%,0%,8%(板),19%(板)
600268,,2025-10-13,3.52,3.42,11.61,4.89,15.02,25.12%,364.79%,210.71%,-2%/4%(阳),11%(板),19%,6%,-1%,4%(板),3%
600270,,2014-04-11,9.2,6.96,12.22,-3.1,6.07,19.55%,156.97%,125.8%,-1%/1%(阴),-1%,-3%,-3%,-4%,-5%,-7%
600277,,2012-11-15,4.72,10.47,12.35,4.28,11.05,27.1%,319.21%,252.18%,-4%/10%(阴),1%,-4%,-11%,-10%,-12%,-8%
600277,,2021-12-08,8.09,8.3,11.32,9.77,6.11,29.05%,207.53%,189.25%,-8%/-2%(阴),-10%,-13%,-12%,-15%,-12%,-6%
600284,,2005-06-27,6.73,7.69,11.26,7.17,11.07,26.68%,199.17%,153.0%,-3%/-2%(阴),0%,-3%,-5%,-6%,-7%,-9%
600284,,2018-07-25,2.27,3.51,9.9,-0.18,6.61,19.83%,791.89%,163.94%,-1%/2%(阳),0%,-1%,-3%,0%,-5%,-5%
600284,,2025-08-25,6.38,7.77,10.04,6.04,6.87,27.18%,251.22%,135.51%,-3%/2%(阳),10%,10%,8%,5%,4%,-2%
600287,,2019-02-26,3.94,6.75,8.12,0.16,6.4,22.14%,438.49%,199.79%,-3%/3%(阴),0%,-2%,1%,0%,3%,7%
600288,,2019-05-29,4.23,5.58,10.33,3.1,10.23,24.23%,342.02%,146.14%,-2%/7%(阳),5%,2%,0%,-2%,-6%,-8%
600292,,2013-10-15,5.14,7.43,9.96,5.37,9.78,22.06%,155.73%,125.69%,-4%/5%(阳),5%,0%,6%(板),17%,16%,10%
600292,,2025-04-07,3.96,8.42,8.83,5.74,12.51,24.75%,405.71%,241.64%,-6%/0%(阳),2%,4%,-2%,2%(板),7%,3%
600293,,2007-12-04,5.44,8.88,7.88,-3.21,11.6,27.79%,247.46%,132.42%,-2%/9%(阳),11%,9%,6%,10%,11%,10%
600293,,2014-09-15,2.54,4.45,10.54,1.83,4.37,17.17%,197.34%,131.81%,-2%/0%(阴),5%,2%,-1%,-1%,-1%,0%
600293,,2021-07-14,6.71,8.54,11.43,4.42,5.97,26.52%,273.77%,188.28%,-2%/9%(板),11%,16%(板),19%,18%,16%,23%
600299,,2020-08-04,1.64,4.43,9.35,-1.98,6.13,16.43%,147.14%,106.54%,-1%/6%(阳),9%,5%,7%,6%,2%,2%
600300,,2015-11-02,4.55,6.49,8.07,-3.53,12.15,23.05%,251.83%,155.46%,-5%/2%(阴),0%,1%,1%,1%,2%,4%
600300,,2024-12-13,4.49,7.49,11.46,3.65,10.94,27.54%,372.56%,191.19%,-4%/5%(阴),-5%,-12%,-14%,-12%,-14%,-17%
600309,,2009-04-01,5.53,8.22,13.03,4.64,7.15,29.33%,341.39%,137.58%,0%/3%(阳),5%,2%,0%,0%,8%(板),12%
600310,,2019-02-26,6.02,9.16,10.0,-3.31,9.5,24.82%,229.77%,155.08%,-1%/5%(阳),2%,1%,5%,3%,8%,18%(板)
600310,,2019-12-18,1.26,2.27,10.45,-2.26,3.85,12.85%,486.79%,146.77%,-2%/0%(阳),1%,2%,-2%,-3%,-1%,0%
600311,,2007-12-07,8.88,11.61,10.04,6.04,11.74,32.79%,133.84%,102.08%,10%/9%(板),20%(板),33%,-2%,7%,2%,-6%
600311,,2011-07-14,1.47,4.69,6.55,1.13,4.7,17.97%,222.78%,118.93%,-1%/2%(阳),2%,3%,-1%,-4%,-5%,-2%
600312,,2026-01-20,4.13,6.29,8.02,3.3,6.99,17.51%,178.25%,129.53%,-4%/-1%(阴),-3%,-4%,-2%,-4%,-6%,-6%
600313,,2002-06-25,5.9,5.54,3.07,3.41,7.75,27.2%,495.17%,145.08%,-2%/7%(阳),9%,12%,8%,7%,7%,7%
600313,,2013-05-21,1.34,3.9,11.3,1.86,4.15,14.37%,171.13%,141.78%,-2%/3%(阴),4%,3%,9%,10%,12%,11%
600316,,2013-01-15,6.04,10.67,11.79,-3.73,12.04,25.7%,174.35%,136.98%,-1%/3%(阳),1%,-4%,0%,-2%,-1%,3%
600316,,2019-02-22,0.0,3.93,4.36,5.08,8.41,19.55%,315.57%,172.42%,-1%/5%(阳),2%,5%,5%,2%,5%,12%
600316,,2020-12-24,2.77,9.02,12.41,4.6,8.03,27.22%,182.66%,167.6%,-2%/4%(阳),9%,15%,11%,20%(板),31%,30%
600320,,2010-10-18,0.58,2.92,11.18,6.46,8.18,22.04%,509.47%,132.3%,-5%/-1%(阴),-2%,-4%,-4%,-3%,-3%,-4%
600320,,2014-09-04,3.93,4.21,10.0,-1.23,6.39,18.26%,197.64%,167.41%,-2%/9%(阳),12%,7%,7%,11%,10%,9%
600320,,2014-12-09,1.23,8.47,9.93,-6.18,15.69,23.1%,160.89%,128.81%,-3%/3%(阳),11%,10%,14%,12%,10%,17%(板)
600320,,2019-02-27,4.32,4.61,10.5,-1.51,7.79,19.88%,259.95%,180.03%,-3%/-1%(阴),7%,8%,6%,8%,11%,7%
600321,,2020-08-21,2.9,6.76,11.27,-3.42,7.26,16.43%,216.07%,144.82%,-5%/0%(阴),6%(板),9%,9%,1%,0%,-2%
600322,,2024-09-27,2.05,7.53,10.07,8.54,7.93,23.97%,226.92%,137.01%,4%/10%(板),21%,8%,9%(板),20%,28%(板),25%
600327,,2014-06-30,3.61,4.62,7.95,1.41,10.21,24.9%,497.56%,161.38%,-3%/-1%(阴),-5%,-6%,-6%,-7%,-6%,-7%
600329,,2003-04-29,4.02,4.96,0.0,2.95,8.1,24.5%,544.25%,438.32%,-6%/-1%(阴),-6%,2%,-7%,-8%,-8%,-8%
600329,,2018-05-03,2.23,3.52,6.48,7.58,8.96,23.87%,496.58%,293.73%,-4%/2%(阳),11%(板),16%,14%,12%,15%,11%
600330,,2023-06-19,4.3,6.5,11.37,3.75,6.33,22.37%,228.07%,164.87%,1%/4%(阴),7%,6%,2%,-2%,-3%,-4%
600333,,2007-12-11,3.03,4.37,9.78,0.75,6.85,20.63%,544.29%,181.61%,-2%/1%(阳),1%,-3%,4%,0%,-1%,0%
600333,,2017-12-25,3.8,6.86,11.81,2.94,9.97,27.59%,424.25%,195.91%,-2%/10%(板),19%,7%,2%,5%,3%,0%
600336,,2005-08-18,3.38,7.79,14.57,-8.22,13.47,20.52%,252.4%,160.78%,-7%/0%(阴),-3%,-4%,-2%,1%,-1%,-2%
600336,,2012-08-23,3.82,5.01,0.0,2.09,6.47,22.2%,813.11%,297.29%,-8%/-3%(阴),-5%,-6%,-6%,-9%,-10%,-8%
600338,,2015-03-03,4.92,7.28,12.01,5.8,12.17,27.89%,263.93%,151.41%,0%/3%(阳),2%,-1%,-3%,-4%,6%(板),12%
600339,,2011-04-18,6.34,10.33,11.39,5.97,6.7,29.49%,172.81%,131.68%,-3%/3%(阴),-1%,-6%,-9%,-11%,-11%,-13%
600339,,2026-01-30,5.68,6.49,10.23,-2.79,12.33,24.86%,222.74%,147.36%,-8%/-3%(阳),-7%,-5%,-4%,-5%,-6%,-5%
600343,,2013-01-15,2.27,5.63,11.39,8.33,6.93,23.4%,343.69%,236.14%,-3%/10%(板),8%,0%,0%,-3%,-2%,5%
600343,,2014-12-08,2.28,4.92,14.07,6.55,8.58,25.04%,212.04%,144.17%,-10%/0%(阴),-7%,-4%,-4%,-1%,3%,0%
600345,,2010-01-14,6.39,10.71,12.33,8.22,7.81,29.53%,146.76%,104.01%,-5%/-2%(阴),-3%,-3%,-4%,-13%,-15%,-16%
600345,,2014-07-15,2.82,5.41,5.56,3.5,8.01,20.26%,438.14%,143.62%,-5%/0%(阴),-1%,-7%,-8%,-8%,-8%,-9%
600348,,2009-03-20,5.78,6.91,9.0,3.7,5.27,21.51%,184.54%,112.51%,0%/6%(阳),6%,8%,11%,12%,11%,10%
600348,,2021-07-27,6.89,5.17,5.24,-9.98,12.0,15.07%,117.55%,108.21%,2%/9%(阳),10%,7%,-3%,-6%,-2%,2%
600351,,2010-11-11,5.27,4.79,9.83,-2.73,7.53,20.5%,174.61%,117.12%,-9%/-1%(阴),0%(板),6%,0%,-6%,-4%,-1%
600351,,2022-01-11,6.01,11.39,9.05,-2.71,11.21,27.0%,163.44%,156.75%,-3%/4%(阴),-1%,-4%,-1%,-8%,-16%,-22%
600353,,2024-10-29,7.07,8.74,8.68,3.3,15.43,28.02%,200.82%,141.71%,-2%/10%(板),20%,17%,6%,8%,5%,1%
600353,,2025-04-02,4.19,6.35,11.95,-0.31,8.99,23.71%,246.01%,165.98%,-3%/2%(阳),-6%,-12%,-18%,-15%,-14%,-10%
600355,,2015-01-30,6.43,7.24,12.85,3.78,5.61,22.65%,393.66%,146.63%,-1%/4%(阳),4%,2%,3%,2%,3%,-1%
600360,,2004-01-30,9.78,11.25,10.42,3.82,5.88,29.98%,229.34%,172.85%,-1%/7%(阳),7%,7%,5%,2%,7%,5%
600360,,2010-11-09,6.06,8.65,9.79,3.22,8.99,26.73%,258.4%,162.34%,-4%/0%(阳),3%,-4%,-7%,-7%,-14%,-12%
600360,,2020-07-09,-1.48,6.23,10.5,0.97,5.95,14.15%,134.75%,115.18%,-4%/4%(阳),8%,5%,1%,-6%,-10%,-8%
600360,,2020-12-07,4.24,8.23,10.29,7.07,5.22,24.44%,439.74%,409.56%,0%/10%(阴),-2%,-8%,-12%,-13%,-14%,-16%
600362,,2007-01-11,3.13,5.36,9.27,1.02,7.92,22.84%,196.88%,127.87%,-5%/3%(阴),-2%,0%,0%,-3%,4%,4%
600366,,2021-02-24,7.14,8.05,12.06,-6.57,7.86,17.48%,113.74%,108.35%,-3%/2%(阴),1%,5%,5%,7%,16%,8%
600367,,2020-02-21,0.38,4.41,8.29,-3.54,5.94,11.22%,242.29%,109.39%,-3%/1%(阴),-4%,-5%,-5%,-7%,-6%,-5%
600367,,2025-03-10,5.24,7.44,6.92,-3.67,11.07,24.81%,252.42%,231.97%,-1%/5%(阳),8%,8%,11%,5%,3%,2%
600373,,2008-05-19,7.94,12.11,4.46,-2.3,9.76,30.73%,317.21%,212.22%,-9%/-1%(阴),-5%,-2%,-4%,-7%,-10%,-8%
600373,,2014-01-27,2.85,5.08,11.33,5.03,9.84,25.06%,402.37%,150.88%,-3%/1%(阴),-1%,0%,7%(板),15%,13%,12%
600373,,2019-03-13,5.68,5.82,7.62,-3.49,14.44,25.44%,262.27%,152.94%,-8%/2%(阴),-6%,-6%,-2%,-3%,-1%,1%
600376,,2019-03-14,1.62,4.35,10.65,3.11,8.01,21.77%,331.29%,115.61%,-2%/6%(阳),5%,7%,4%,3%,1%,1%
600378,,2007-01-24,5.32,5.53,12.93,0.0,4.95,20.21%,275.71%,123.43%,-9%/-3%(阴),-11%,-15%,-9%,-6%,-12%,-10%
600378,,2010-08-12,2.53,6.65,12.14,5.05,5.33,21.62%,204.61%,141.32%,-4%/0%(阴),1%,0%,5%,-1%,1%,3%
600379,,2019-04-19,4.33,8.98,9.65,-2.08,8.58,19.16%,209.13%,131.52%,-3%/4%(阳),-2%,-5%,-4%,-9%,-9%,-12%
600380,,2009-02-11,2.78,5.19,11.17,1.96,7.86,22.59%,173.16%,146.71%,-5%/1%(阴),4%,4%,1%,-6%,-9%,-8%
600381,,2021-06-04,2.14,9.63,12.96,7.5,12.86,25.94%,208.19%,150.51%,-7%/9%(阳),5%,-2%,-3%,-10%,-14%,-15%
600388,,2008-03-04,5.42,5.73,9.81,1.39,7.75,25.31%,397.27%,144.69%,-3%/9%(阳),10%,2%,1%,0%,4%,-5%
600390,,2019-02-26,8.06,8.77,7.68,0.4,7.68,27.73%,160.42%,106.24%,0%/10%(阴),2%,4%,7%,3%,8%,9%
600391,,2013-01-15,5.02,9.95,10.96,1.8,9.66,28.81%,189.22%,164.87%,-3%/5%(阳),4%,-4%,-6%,-8%,-7%,1%(板)
600392,,2017-07-10,4.96,6.92,11.6,4.55,6.06,24.05%,208.2%,122.88%,-6%/0%(阴),-1%,8%,-2%,-2%,-3%,0%
600392,,2017-12-29,1.5,6.41,10.74,1.99,5.21,16.54%,150.77%,122.63%,-2%/1%(阳),2%,4%,3%,6%,13%,14%
600397,,2008-07-23,2.78,4.3,12.42,-7.94,10.4,14.16%,166.16%,134.9%,-4%/0%(阳),-1%,-1%,-2%,-6%,-7%,-9%
600397,,2009-11-26,2.17,7.05,10.39,5.72,6.62,24.4%,168.74%,111.97%,-6%/2%(阳),4%,6%,2%,0%,-1%,-2%
600397,,2016-10-10,2.86,4.63,6.42,2.53,5.45,17.4%,195.92%,145.16%,-2%/-1%(阴),1%,0%,-2%,1%,-1%,3%
600397,,2024-08-08,5.56,9.44,12.63,-2.87,10.53,23.89%,209.63%,135.71%,-3%/0%(阴),-3%,-4%,-4%,-5%,-4%,-6%
600398,,2011-03-16,5.45,6.78,13.64,-1.57,7.98,23.97%,508.45%,125.78%,-7%/-2%(阴),-5%,-9%,-9%,-6%,3%(板),8%
600399,,2006-06-05,6.85,8.93,6.96,-7.59,13.67,23.81%,157.8%,118.88%,-4%/8%(阳),4%,-7%,-2%,-8%,-5%,-3%
600399,,2016-07-06,3.99,6.75,11.06,1.34,4.69,19.94%,270.44%,170.59%,-3%/1%(阳),3%,8%,7%,6%,3%,2%
600400,,2012-02-13,2.01,5.26,10.57,4.24,6.03,18.8%,445.78%,120.72%,-4%/-2%(阴),-1%,-2%,-3%,-2%,-3%,1%
600408,,2014-09-16,3.53,5.77,11.15,-2.54,10.14,23.08%,318.28%,126.4%,-5%/-1%(阴),7%,3%,0%,-2%,2%,2%
600410,,2008-11-18,3.44,5.23,10.37,-0.85,9.07,22.01%,307.25%,139.8%,3%/10%(板),14%,5%,3%,3%,6%,12%
600416,,2014-12-09,4.12,8.32,12.45,-9.48,12.77,21.37%,227.79%,110.63%,-2%/9%(阳),12%,10%,10%,10%,13%,9%
600419,,2014-04-22,4.76,6.69,10.02,-1.97,4.77,15.77%,204.87%,118.34%,-2%/0%(阴),8%,-1%,-8%,-8%,-8%,-6%
600420,,2008-05-14,5.0,10.44,12.17,1.35,10.38,29.0%,323.47%,167.47%,-5%/-2%(阴),-3%,-3%,-4%,-11%,-12%,-14%
600420,,2012-06-05,3.46,5.71,12.13,-1.75,7.0,17.4%,205.2%,159.48%,-2%/2%(阴),4%,4%,0%,4%,5%,4%
600421,,2024-10-29,8.88,9.84,12.97,-3.21,18.48,29.73%,141.48%,124.68%,-9%/-4%(阴),-1%,-6%,-11%,-9%,-8%,-11%
600422,,2008-05-14,9.71,11.76,9.52,3.05,16.93,31.03%,198.94%,155.72%,-5%/-1%(阴),-4%,0%,-2%,-6%,-5%,-8%
600422,,2009-10-19,3.26,6.53,9.17,4.12,7.38,22.85%,193.97%,137.95%,-3%/0%(阳),2%,3%,0%,-1%,-4%,-5%
600422,,2019-03-25,5.52,9.46,12.51,5.94,14.86,27.09%,138.05%,135.58%,-5%/8%(阴),3%,-7%,-14%,-14%,-8%,-11%
600425,,2022-04-11,4.32,11.36,12.42,-4.55,11.09,23.18%,148.83%,121.88%,-7%/2%(阳),-5%,-3%,-4%,-11%,-10%,-12%
600433,,2015-12-01,5.45,11.64,9.14,0.71,10.58,28.91%,195.18%,134.73%,-9%/-2%(阴),1%,5%,4%,0%,-1%,-4%
600438,,2009-02-11,3.43,5.49,12.5,-2.92,7.34,16.82%,132.91%,100.11%,-6%/1%(阴),2%,8%,7%,-2%,-5%,-3%
600438,,2012-06-29,5.93,7.07,5.23,3.12,10.84,25.81%,339.36%,242.46%,-1%/10%(阳),11%,10%,9%,10%,18%,14%
600438,,2017-08-01,4.53,6.31,9.6,0.0,8.02,22.17%,370.49%,145.01%,-3%/0%(阴),1%,2%,3%,8%,7%,7%
600444,,2019-04-15,1.69,11.3,9.84,3.82,16.23,24.54%,272.62%,190.7%,-5%/6%(阳),2%,0%,-7%,-7%,-8%,-9%
600444,,2022-05-31,3.21,5.27,8.81,-2.22,9.62,20.78%,259.55%,191.11%,-2%/2%(阴),0%,2%,1%,0%,-4%,3%
600446,,2024-09-25,1.13,3.39,10.16,0.83,7.3,19.32%,504.17%,124.67%,-2%/4%(阳),14%(板),26%(板),38%(板),51%,37%,25%
600463,,2008-03-04,1.78,2.46,1.63,-0.22,6.32,18.28%,606.0%,132.63%,-1%/4%(阳),8%,2%,2%,1%,2%,-4%
600463,,2019-03-22,6.22,13.08,12.02,2.26,11.01,26.79%,167.22%,148.27%,-4%/9%(阳),2%,-8%,-14%,-16%,-14%,-11%
600463,,2019-09-23,2.09,6.5,10.34,0.11,7.43,18.53%,245.57%,102.76%,-2%/7%(阳),6%,-9%,-10%,-13%,-12%,-14%
600466,,2015-04-08,5.15,8.21,9.8,5.51,9.21,28.47%,124.66%,101.27%,-4%/8%(阳),18%,17%,13%,12%,10%,7%
600469,,2022-05-31,5.92,10.66,8.72,-3.05,13.01,27.25%,360.57%,349.56%,-5%/0%(阳),7%(板),18%,9%,11%(板),13%,13%(板)
600475,,2010-04-02,2.52,5.82,7.48,2.92,5.94,20.03%,267.72%,152.9%,-3%/-1%(阴),-2%,0%,-3%,-2%,-2%,-8%
600475,,2021-03-15,5.9,8.29,10.82,0.0,9.46,27.52%,597.11%,207.76%,-3%/6%(阳),1%,0%,1%,7%,4%,5%
600480,,2024-05-06,0.79,3.47,5.91,5.64,5.72,20.14%,487.25%,195.93%,-2%/0%(阴),-2%,-2%,-3%,-5%,-2%,-2%
600487,,2013-01-09,5.37,4.83,9.77,1.01,5.47,19.96%,182.54%,107.89%,-2%/1%(阴),1%,2%,1%,6%,2%,2%
600488,,2013-02-18,-1.31,4.9,9.77,5.72,7.53,20.42%,248.5%,187.21%,-1%/2%(阳),3%,2%,-1%,-1%,3%,2%
600489,,2025-09-02,4.58,2.75,8.08,1.08,3.19,16.44%,141.19%,104.58%,1%/5%(阴),3%,3%,4%,10%,8%,9%
600490,,2025-08-25,4.66,6.88,10.44,3.51,5.1,21.26%,183.12%,114.98%,0%/5%(阳),3%,1%,0%,4%,7%,5%
600490,,2025-10-13,8.52,4.48,11.98,5.13,10.51,24.36%,145.16%,130.86%,-1%/6%(阴),4%,13%,15%,2%,5%,2%
600491,,2007-12-13,2.96,5.83,5.23,1.11,8.24,19.57%,756.55%,138.94%,-1%/4%(阳),4%,2%,1%,3%,9%,13%
600493,,2011-02-17,-0.7,4.52,11.34,6.16,8.46,22.31%,412.5%,169.6%,-1%/2%(阳),5%,2%,1%,0%,0%,1%
600495,,2025-08-12,4.81,7.5,8.99,-0.83,8.0,23.85%,242.25%,158.95%,-1%/3%(阴),3%,-3%,-3%,4%,2%,0%
600497,,2021-07-27,3.42,7.04,8.56,-1.77,9.38,22.33%,300.8%,122.7%,-5%/2%(阴),0%,2%,0%,-2%,-5%,-6%
600497,,2023-07-06,6.09,4.52,12.04,0.17,5.39,16.31%,167.54%,103.59%,-6%/-2%(阴),-1%,-6%,-6%,-6%,-6%,-8%
600500,,2015-03-26,5.23,6.29,12.89,-0.69,5.97,20.12%,189.68%,151.76%,-2%/1%(阳),5%,1%,1%,10%(板),10%,8%
600501,,2013-01-15,1.32,4.57,11.86,-1.73,10.68,20.67%,231.53%,173.2%,-1%/4%(阳),2%,-3%,-5%,-5%,-5%,-1%
600501,,2025-08-01,0.75,4.76,10.97,-2.48,8.92,15.99%,273.97%,177.81%,-1%/2%(阳),3%,5%,5%,8%,17%,16%
600502,,2016-09-07,7.0,9.26,11.81,-1.82,9.59,25.62%,203.23%,124.83%,-1%/2%(阳),1%,3%,4%,2%,0%,5%
600505,,2011-03-28,6.35,10.78,10.47,8.1,9.52,29.65%,270.06%,145.5%,-9%/-1%(阴),-10%,-11%,-15%,-14%,-12%,-4%
600505,,2015-05-27,5.97,7.14,11.79,7.19,10.98,28.94%,195.35%,119.41%,-3%/3%(阴),7%,8%,14%,11%,8%,7%
600505,,2019-02-19,7.07,9.6,8.8,-0.92,11.23,25.36%,223.66%,132.14%,-3%/0%(阳),6%,5%,11%,6%,5%,6%
600509,,2011-02-22,1.92,5.24,9.85,6.15,7.0,22.16%,527.85%,240.09%,-9%/-5%(阳),1%(板),7%,8%,-1%,1%,0%
600511,,2020-04-16,6.4,12.47,9.23,-1.17,13.08,31.35%,288.52%,201.32%,-9%/0%(阴),-7%,-7%,-10%,-9%,-14%,-14%
600512,,2019-02-27,5.28,5.69,11.58,-2.11,7.72,20.33%,269.32%,187.51%,-4%/0%(阴),-2%,0%,2%,5%,10%,5%
600513,,2021-04-14,2.57,5.85,11.86,-1.14,10.05,20.12%,274.22%,156.52%,-4%/-1%(阴),-4%,-3%,-4%,-2%,-2%,-3%
600515,,2014-02-20,4.27,5.74,11.14,1.16,8.15,19.63%,312.14%,190.74%,-3%/1%(阳),2%,3%,5%,7%,7%,7%
600517,,2006-07-12,-2.36,8.96,11.18,5.38,9.02,21.91%,144.74%,111.94%,-5%/4%(阳),7%,7%,6%,5%,3%,-1%
600517,,2020-07-06,6.31,7.66,10.45,6.16,7.83,26.73%,347.12%,135.87%,-5%/1%(阴),2%,1%,8%,7%,4%,7%
600521,,2020-02-07,8.36,10.66,3.51,-1.89,12.28,31.3%,219.58%,148.59%,-8%/7%(阳),1%,8%,7%,13%,12%,8%
600523,,2013-01-15,2.41,4.43,11.2,0.98,10.36,23.14%,299.73%,220.37%,-4%/9%(阳),6%,2%,4%,12%,12%,21%(板)
600523,,2016-10-20,4.01,7.06,11.16,0.51,6.03,21.12%,336.06%,152.51%,-3%/0%(阳),-1%,-1%,-1%,0%,1%,4%
600526,,2008-03-04,9.65,10.1,9.26,-3.24,9.71,28.46%,184.07%,101.83%,-2%/9%(阳),13%,5%,1%,-2%,1%,-6%
600526,,2020-08-03,6.78,10.17,7.41,-2.72,14.74,23.54%,142.54%,112.31%,-4%/-2%(阴),-5%,2%(板),12%,4%,1%,2%
600531,,2019-02-22,0.51,3.81,7.83,5.73,11.7,20.81%,318.96%,118.89%,2%/9%(板),13%,18%,23%,18%,25%,23%
600533,,2022-09-08,5.87,8.38,11.08,-1.44,11.99,25.98%,178.21%,140.09%,-1%/5%(阳),1%,0%,6%(板),17%,10%,11%
600536,,2011-06-30,1.61,3.68,1.75,0.62,6.32,17.86%,588.17%,319.22%,-3%/-1%(阴),-1%,-2%,-2%,-2%,-2%,-4%
600538,,2019-06-04,5.83,10.87,12.66,-3.17,10.17,23.88%,193.18%,108.7%,-6%/1%(阴),-6%,-8%,-7%,-3%,-3%,-4%
600538,,2024-10-08,1.47,5.31,8.43,2.12,12.17,23.01%,306.67%,141.12%,-10%/-2%(阴),-5%,-7%,-11%,-12%,-12%,-5%(板)
600540,,2017-02-17,1.93,10.82,11.38,-2.53,7.47,16.62%,204.28%,108.61%,-3%/2%(阳),0%,-1%,-3%,-3%,-3%,-3%
600540,,2018-04-10,2.7,4.98,1.82,-3.49,13.21,23.65%,934.26%,356.69%,-8%/2%(阳),-6%,-8%,-13%,-12%,-14%,-15%
600543,,2006-05-11,4.95,8.57,11.8,-4.46,11.39,22.86%,152.59%,106.82%,-2%/3%(阳),11%,9%,5%,5%,14%,20%
600543,,2008-05-13,6.8,7.93,13.46,1.17,11.78,25.16%,196.72%,127.11%,-9%/-2%(阴),-4%,-6%,-9%,-11%,-14%,-13%
600546,,2017-07-07,-4.12,7.01,10.11,5.47,8.2,18.56%,199.19%,119.43%,-2%/3%(阳),0%,-4%,-2%,-3%,1%,7%(板)
600548,,2008-09-22,2.29,10.11,5.6,2.88,12.2,22.71%,124.68%,113.38%,-5%/-2%(阴),-3%,5%,4%,12%,2%,6%
600548,,2015-11-05,7.54,9.02,9.63,3.37,6.5,26.92%,212.64%,117.29%,-3%/3%(阳),2%,6%,4%,4%,2%,3%
600550,,2025-03-21,2.78,10.19,11.71,-4.09,5.38,15.08%,140.17%,101.84%,-4%/1%(阴),4%,12%,9%,9%,10%,12%
600551,,2009-11-26,1.87,7.7,9.39,-3.64,8.94,17.84%,154.92%,138.28%,-8%/-2%(阴),-2%,1%,2%,1%,7%,6%
600557,,2023-09-28,2.17,5.51,10.41,3.22,6.44,17.54%,319.13%,135.99%,-3%/0%(阴),-3%,-5%,-5%,-5%,-2%,-8%
600560,,2009-06-05,2.05,4.17,11.47,4.01,5.83,20.38%,313.59%,140.57%,-4%/1%(阴),-1%,-4%,-3%,-6%,-6%,-5%
600560,,2019-01-16,2.55,5.68,10.52,-4.84,15.53,25.17%,243.87%,141.93%,-3%/0%(阴),-4%,-8%,-9%,-9%,-9%,-10%
600561,,2004-02-20,5.47,10.76,11.29,0.84,5.55,22.31%,131.34%,119.6%,-2%/2%(阴),0%,-2%,4%,6%,6%,7%
600562,,2014-09-03,6.25,5.06,8.71,5.6,6.28,23.4%,204.34%,157.31%,-2%/9%(阳),7%,7%,4%,4%,3%,12%
600566,,2013-12-25,5.38,11.35,10.72,1.97,6.66,24.63%,218.58%,113.72%,-5%/-1%(阴),-4%,-4%,3%,4%,7%,6%
600569,,2002-06-25,2.04,2.79,6.19,1.32,9.77,21.0%,1239.79%,141.35%,-1%/2%(阳),5%,8%,8%,3%,4%,4%
600569,,2024-09-25,2.94,7.35,11.43,3.25,7.14,26.47%,704.71%,251.59%,-4%/3%(阳),5%,14%,23%,12%,7%,6%
600570,,2025-06-17,3.85,3.63,10.02,0.16,5.44,16.02%,182.89%,139.57%,-2%/0%(阴),0%,-6%,-2%,-1%,7%,16%
600575,,2025-04-18,6.16,9.38,8.56,-2.01,10.8,23.75%,272.66%,115.83%,0%/4%(阴),6%,3%,0%,0%,-2%,-7%
600576,,2004-02-12,2.68,3.39,7.28,1.75,6.12,22.28%,650.17%,117.99%,-3%/0%(阴),-1%,1%,0%,-1%,0%,2%
600577,,2008-11-17,3.65,7.9,11.14,9.87,9.87,27.66%,341.61%,172.94%,-9%/0%(阴),-3%,-3%,-6%,-8%,-10%,-12%
600577,,2009-11-24,2.18,5.99,10.0,-4.61,12.85,21.8%,282.98%,176.99%,1%/10%(板),20%,9%,4%,7%,17%,15%
600577,,2020-04-17,2.84,5.32,11.03,-5.02,9.09,17.02%,358.43%,147.57%,0%/5%(阳),3%,1%,1%,2%,3%,2%
600581,,2007-08-31,7.69,13.09,9.87,4.96,7.53,33.49%,145.81%,136.26%,0%/9%(板),11%,17%(板),29%(板),39%,35%,32%(板)
