股票代码,股票名称,D-0日期,D-0涨幅,D-0振幅,D-0最低价,D-0最高价,D-1振幅,D-0/D-1成交额百分比,T+0(低/高),T+1最高价,T+2最高价,T+3最高价,T+4最高价,T+5最高价,T+6最高价
301459,丰茂股份,2025-05-20,6.92,13.95,-5.25,+8.70,18.95,125.71%,-4%/7%(阴),-1%,-2%,-8%,-10%,-13%,-34%
301486,致尚科技,2026-04-22,2.15,5.38,-2.07,+3.31,23.8,80.14%,-9%/1%(阴),-5%,5%,0%,3%,5%,10%
301502,华阳智能,2025-08-12,8.2,16.52,-3.71,+12.80,20.86,149.79%,-3%/2%(阳),3%,13%,10%,19%,10%,3%
301503,智迪科技,2025-01-21,6.33,10.96,+3.57,+14.53,11.4,232.43%,-9%/-5%(阴),-7%,-9%,-8%,-5%,-6%,-6%
301511,德福科技,2024-01-08,2.91,12.46,-1.95,+10.50,17.91,258.13%,-9%/-3%(阴),3%,6%,13%,1%,4%,1%
301516,中远通,2026-08-18,16.46,17.08,+0.88,+17.96,20.0,190.91%,4%/11%(阴),5%,16%,9%,5%,8%,-13%
301519,舜禹股份,2024-06-24,6.6,10.61,+0.83,+11.44,21.66,171.4%,-9%/-3%(阴),-8%,-9%,-8%,0%,-4%,-6%
301529,福赛科技,2025-12-08,7.5,12.08,+0.00,+12.08,20.74,127.5%,-4%/0%(阴),-3%,1%,-3%,-9%,-9%,-4%
301567,贝隆精密,2024-03-06,1.62,19.62,-4.57,+15.05,24.57,136.16%,-1%/8%(阳),5%,13%,9%,14%,6%,10%
301568,思泰克,2025-01-06,3.87,11.76,-4.66,+7.09,18.21,123.91%,-8%/4%(阳),1%,5%,1%,-11%,-6%,-6%
301578,辰奕智能,2024-11-11,8.08,16.08,+3.20,+19.28,19.57,162.71%,-9%/4%(阴),-8%,-13%,-13%,-17%,-15%,-14%
301585,蓝宇股份,2025-02-17,12.8,19.67,-0.44,+19.24,20.4,151.3%,-9%/-4%(阴),-8%,-8%,-12%,-4%,-5%,0%
301600,慧翰股份,2025-09-12,2.38,6.32,-2.30,+4.01,20.54,91.57%,-1%/9%(阳),9%,13%,15%,9%,7%,5%
301602,超研股份,2026-08-13,10.99,18.88,-3.10,+15.78,20.43,250.56%,-9%/-4%(阴),-5%,-9%,-11%,-5%,-13%,-19%
301603,乔锋智能,2026-04-17,4.52,11.59,-3.93,+7.67,14.88,109.71%,5%/15%(阳),9%,16%,18%,16%,16%,11%
301630,同宇新材,2026-04-08,8.3,12.68,+1.93,+14.61,9.47,204.58%,-2%/4%(阳),6%,8%,8%,3%,1%,-1%
301630,同宇新材,2026-08-27,6.01,11.45,-2.95,+8.50,4.96,119.07%,-5%/2%(阴),0%,-2%,-5%,-6%,-7%,-9%
301658,首航新能,2025-07-09,8.33,19.03,+0.28,+19.31,20.7,173.68%,-5%/8%(阳),-1%,-5%,-6%,-11%,-7%,-12%
301667,纳百川,2026-03-13,6.01,14.15,+1.13,+15.28,20.96,163.06%,-5%/8%(阳),24%(板),43%,30%,25%,32%,27%
